,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
8146,surulere,olufemi streetOgunlana Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat (Upstairs),850000,,Q2830,Added 21 Feb 2018,,3 Bedroom,"Very clean and superb place,all round tiles, very spacious  well standard with wardrobe, fitted kitchen ,just ,3 people in d compound."
8147,surulere,"garuba musa, Idi Araba Surulere Lagos",1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT,350000,,Q2041,Added 18 Feb 2018,,1 Bedroom,"Brand new house, all round tiles,tastefully finished, fitted kitchen, 2toilet ,room ensuit."
8148,surulere,Johnson Bode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,spacious self contain,400000,,Q1867,Added 16 Feb 2018,,1 Bedroom,Spacious and lovely roomself contain in a gated and serene environment with security in and out at the back of a semi-detached duplex just two tenant in the compound off bode Thomas surulere will be vacant end of this month
8149,surulere, Bode Thomas Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,Lovely 2 bedroom flaT,900000,,Q1714,Added 16 Feb 2018,,2 Bedroom,Lovely 2 bedroom flat ground floor at Basheer Augusto street off Eric Manuel crescent off bode Thomas Surulere Lagos. Price #900k per Annum for one and half years
8150,surulere, Ojuelegba Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,650000,,Q1540,Added 15 Feb 2018,,2 Bedroom,2 bedroom Flat / Apartment for rent Dainel st. Ojuelegba Surulere Lagos
8151,surulere,"bishop street,Ojuelegba Surulere Lagos",2 beds 3 baths 3 Toilets,2,3,3,2bedroom flat,700000,,Q1537,Added 15 Feb 2018,,2 Bedroom,2 bedroom Flat / Apartment for rent Bishop street Ojuelegba Surulere Lagos
8152,surulere,"Adesina, IjeshatedoIjesha Surulere Lagos",3 beds 2 baths 2 Toilets,3,2,2,3 BEDROOM FLAT,450000,,J2787,"Updated 15 Feb 2018, Added 29 Sep 2017",,3 Bedroom,"3bdrm flat at Adesina, Ijeshatedo, 2toilet, 2bathroom 450k one year rent."
8153,surulere,Adetola street AgudaAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,3 Nos of 2 Bedroom flat,600000,,J2789,"Updated 15 Feb 2018, Added 29 Sep 2017",,2 Bedroom,"3number of 2bedroom 2toilet, 2bathroom 600k & 3 number of 3bedrm 3toilet, 3bathroom 750k at Adetola street Aguda"
8154,surulere,Victor olaiya streetAguda Surulere Lagos,3 beds 0 baths 0 Toilets,3,0,0,3 bedroom flat,700000,,J6175,"Updated 15 Feb 2018, Added 18 Oct 2017",,3 Bedroom,"Lovely 3 bedroom flat at Victor olaiya street by aiyetoro surulere Lagos aguda area,2 people in a compound.
rent: #700t×1yr rent only."
8155,surulere, Ogunlana Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,2 BEDROOM FLAT,500000,,Q1402,Added 15 Feb 2018,,1 Bedroom,"Very clean and decent place, all round tiles, tastefully finished"
8156,surulere,off Brown roadAguda Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT,550000,,J8003,"Updated 15 Feb 2018, Added 26 Oct 2017",,1 Bedroom,"Miniflat ground flour  new House tastefully finished,fitted kitchen all round tiles,2t/2b ,p.o.p lekki standard gated compound.


Rent:550k /yr"
8157,surulere, Ijesha Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Miniflat,250000,,Q1353,Added 15 Feb 2018,,1 Bedroom,"Direct Brief Quick Letting Renovated Decent 2 Rooms (Room /Parlour) in decent compound off Oduduwa by Karounwi Street, Ijesha, Surulere (Strictly for Spinster/Bachelor any Tribe). #250k x1yr and 6months It's as good as persona because the other is unoccupied."
8158,surulere,"off cole street,Lawanson Surulere Lagos",3 beds 3 baths 3 Toilets,3,3,3,Newly built 3 bedroom,800000,,Q1250,Added 14 Feb 2018,,3 Bedroom,Newly and spacious 3 bedroom flat all rooms ensiute just 3 people tenant in the compound off Cole street off Ogunlana drive off Cole street Surulere.
8159,surulere,"Sabiu abode,street.Bode Thomas Surulere Lagos",1 beds 1 baths 2 Toilets,1,1,2,Roomself contain,200000,,Q1032,Added 14 Feb 2018,,1 Bedroom,"Tastefully finish all round tiles,serene environment"
8160,surulere,Adeniran ogunsanya street.Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain,200000,,Q1028,Added 14 Feb 2018,,1 Bedroom,"Very clean and fantastic place, tiles, serene environment."
8161,surulere, Surulere Lagos,5 beds 0 baths 0 Toilets,5,0,0,5 bedroom detached house,7500000,,Q0264,Added 12 Feb 2018,,5 Bedroom,"5bedroom detached house with 3rooms office space (up) + 2 car garage with car park @ Central Surulere, Lagos @ N7.5m/yr (lease). Commercial use"
8169,surulere, Alaka Iponri Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,mini flat,400000,,Q0052,Added 11 Feb 2018,,1 Bedroom,1 bedroom mini flat Flat / Apartment for rent Costain surulere Alaka/Iponri Surulere Lagos
8170,surulere, Idi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,mini flat,220000,,Q0047,Added 11 Feb 2018,,1 Bedroom,1 bedroom mini flat Flat / Apartment for rent idi oro idi- Araba Surulere Lagos
8171,surulere,"jilbowl,Ojuelegba Surulere Lagos",1 beds 2 baths 2 Toilets,1,2,2,mini flat,400000,,Q0044,Added 11 Feb 2018,,1 Bedroom,1 bedroom mini flat Flat / Apartment for rent Dainel st. Ojuelegba Surulere Lagos
8172,surulere, Ojuelegba Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,2bedroom flat,700000,,9486,Added 08 Feb 2018,,2 Bedroom,2 bedroom Flat / Apartment for rent Bishop street Ojuelegba Surulere Lagos
8173,surulere,Off Onitire RoadItire Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,600000,,9422,Added 08 Feb 2018,,2 Bedroom,"Newly built tastefully finished 2bedrooms ensuite with guest toilet, water heaters & fitted wardrobes at Itire, Off Onitire Road, Surulere. N600k p.a"
8174,surulere, Ijesha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat,400000,,9306,Added 07 Feb 2018,,2 Bedroom,2 bedroom Flat / Apartment for rent ijesha market Ijesha Surulere Lagos
8175,surulere, Aguda Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,1000000,,9264,Added 07 Feb 2018,,3 Bedroom,"Lovely and spacious newly built 3 bedroom flat all rooms ensuite with a guest toilet,enough parking space,newly fitted wordrobe in all the rooms,spacious modern fitted kitchen and newly installed prepaid meter in all the flat.with an extra prepaid meter for pumping of water."
8176,surulere, Kilo Marsha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,350000,,9112,Added 07 Feb 2018,,1 Bedroom,"Very clean and fantastic place,all round tiles,gated compound, serene environment."
8177,surulere, Idi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,mini flat,230000,,9048,Added 06 Feb 2018,,1 Bedroom,1 bedroom mini flat Flat / Apartment for rent idi oro idi- Araba Surulere Lagos
8178,surulere,"Tafawa Balewa crescent,Adeniran Ogunsanya Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,OFFICE SPACE,300000,,9021,Added 06 Feb 2018,,1 Bedroom,Lovely and very neat serviced and slightly furnished roomself contain used as offcie space with extra room for a secretary and visitors off Adeniran Ogunsanya
8179,surulere,"Tafawa Balewa crescent,Adeniran Ogunsanya Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,SELF CONTAIN,300000,,8969,Added 06 Feb 2018,,1 Bedroom,"Very lovely and neat serviced and sligthly furnished roomself contain used as an office space with a reception room for a secretary or visitors.
Located on Tafawa Balewa off Adeniran Ogunsanya"
8180,surulere, Ijesha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,700000,,N4105,"Updated 05 Feb 2018, Added 30 Dec 2017",,3 Bedroom,"BRAND NEW
Tastefully finished 3bedroom flat 4t/[redacted] to the express.surulere.
POP finish
Fitted kitchen
Water
All room en-suite.
Rent: #700k,/1yr"
8181,surulere, Lawanson Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,600000,,8325,Added 03 Feb 2018,,2 Bedroom,"Lovely newly built 2 bedrooms flat
for rent at Surulere,
Lagos


Features: all room en-suit,With water heater,kitchen cabinet,all round tiles,car-park,etc.


Rent: N600k




For more information please contact the agent"
8182,surulere, Bode Thomas Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat,1200000,,8165,Added 02 Feb 2018,,3 Bedroom,Newly and nicely built 2 nos of 3 bedroom flat all ensuite downstairs and 4 bedroom all rooms ensuit upstairs same compound off bode Thomas going for #1.2m and #1.4m respectively and a year rent
8183,surulere,Off Bode Thomas Surulere Lagos,4 beds 3 baths 3 Toilets,4,3,3,4 Bedroom Flat,1400000,,8163,Added 02 Feb 2018,,4 Bedroom,Newly and nicely built 2 nos of 4 bedroom flat with 3 toilet and bath upstairs and 3 bedroom all rooms ensuite downstairs same compound off bode Thomas going for #1.4m and #1.2m respectively and a year rent.
8184,surulere, Ogunlana Surulere Lagos,3 beds 0 baths 0 Toilets,3,0,0,Open space,1500000,,8152,Added 02 Feb 2018,,3 Bedroom,"3 bedroom flat size open space with store on Ogunlana Drive, Surulere, Lagos @ N1.5m/yr @ Long lease. Good for any purpose"
8185,surulere,Off Bodethomas Street.Bode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 Bed Room Flat,800000,,8151,Added 02 Feb 2018,,2 Bedroom,Newly and spacious renovated 2 bedroom flat all rooms ensuite with a guest toilet very spacious fitted kitchen upstairs and downstairs off bode Thomas. upstairs #900k downstairs #800k a year rent
8186,surulere, Ojuelegba Surulere Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 bedroom flat,1200000,,7714,Added 01 Feb 2018,,3 Bedroom,3 bedroom Flat / Apartment for rent Ojuelegba area Ojuelegba Surulere Lagos
8187,surulere, Bode Thomas Surulere Lagos,4 beds 3 baths 3 Toilets,4,3,3,4 bedroom apartment,1400000,,7664,Added 31 Jan 2018,,4 Bedroom,Newly renovated 4 bedroom flat upstairs with very spacious kitchen and well fitted wardrobe in all the rooms on Chief natufe off bode Thomas surulere
8188,surulere,"via Randle avenue,Randle Avenue Surulere Lagos",3 beds 2 baths 3 Toilets,3,2,3,OFFICE SPACE,1200000,,7663,Added 31 Jan 2018,,3 Bedroom,3 bedroom office Space very spacious upstairs facing two major roads in surulere for commercial purpose
8207,surulere, Bode Thomas Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,700000,,7606,Added 31 Jan 2018,,2 Bedroom,"Beautiful 2 bedrooms flat
for rent at Bode Thomas
Surulere - Lagos


Rent: N700, 000


For more information please contact the AGEnt"
8208,surulere, Ogunlana Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom flat,1200000,,7569,Added 31 Jan 2018,,3 Bedroom,Nice 3 bedroom flat upstairs facing Akerele and bishop crowther on a cornerpiece for commercial purposes
8209,surulere, Ogunlana Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini flat,400000,,7536,Added 31 Jan 2018,,1 Bedroom,"Beautiful Mini flat
for rent at Ogunlana drive
Surulere,
Lagos


Rent: N400, 000


For more information please contact the AGENT"
8210,surulere,Off Eric Moore Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom flat,2200000,,7533,Added 31 Jan 2018,,3 Bedroom,Lovely and well maintained serviced 2bedroom flat with a room bq on a well secured Eric Moore height off bode Thomas surulere
8211,surulere, Surulere Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 bedroom flat,1200000,,7531,Added 31 Jan 2018,,3 Bedroom,3 bedroom Flat / Apartment for rent ojuelegba area Surulere Lagos
8212,surulere,"Iponri estate,Iponri Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,700000,,7307,Added 30 Jan 2018,,2 Bedroom,"Ref enriched*
Renovated 2 bedrm flat @ Iponri Estate on the ground floor finished with POP & all rooms tiled
Rent: 700,000 per annum"
8213,surulere,ObeleSurulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,600000,,6808,Added 29 Jan 2018,,2 Bedroom,"Clean 2bedroom flat with 3toilet/2baths @ Obele, Surulere, Lagos
Rent: N600k/yr."
8214,surulere,Kernel street off bodethomasBode Thomas Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat (Upstairs),1600000,,N5910,"Updated 29 Jan 2018, Added 06 Jan 2018",,3 Bedroom,"Newly built house, tastefully finish, all round tiles, fitted kitchen, massive carpark, quiet neighborhood,all room ensuits,+ visitors toilet."
8215,surulere,Off Ogunlana drive.Ogunlana Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Self contain,300000,,N7320,"Updated 29 Jan 2018, Added 10 Jan 2018",,1 Bedroom,"Very lovely and decent place,well standard, with extra room, all round tiles, clean compound,quiet neighborhood."
8216,surulere, Lawanson Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom Apartment,500000,,6490,Added 28 Jan 2018,,3 Bedroom,"3 bedroom flat
for rent at Lawanson
Surulere
Lagos


Rent: N500, 000


For more information please contact the AGENT"
8217,surulere, Adelabu Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 BEDROOM FLAT,550000,,6221,Added 27 Jan 2018,,2 Bedroom,"Very lovely and decent place, tastefully finish, all round tiles, master bedroom +visitors toilet,very quiet neighborhood."
8218,surulere, Idi Araba Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,800000,,4080,"Updated 26 Jan 2018, Added 20 Jan 2018",,2 Bedroom,"Newly built house,tastefully finish,all room ensuit, all round tiles. Fitted kitchen, come with air-conditioning every where in d house,water heater,wardrobe,massive carpark, quiet neighborhood."
8219,surulere, Idi Araba Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,MINIFLAT,350000,,5776,Added 25 Jan 2018,,2 Bedroom,"/ 2 BED ROOM
A standard and massive well built ,  just 2 numbers of 2 bedroom  and 2 numbers of  Miniflat  4    units in a compound, brand new house , treated borehole water,interlock compound, colorfully painted,  Balcony , kitchen cabinets, wardrops , ample parking space, guest toilet, well furnished with all modern amenities .. located  at Kadosso street, very close to LUTH.. ( Behind luth) medical teaching hospital .. Mainly occupied by medical practitioners the 2 bedroom flats goes for 500k a yr and six month’s, while the miniflat goes for 350k a yr and six months  as wall"
8220,surulere,Williams EstateAdelabu Surulere Lagos,2 beds baths Toilets,2,0,0,Newly built 2bedroom flat,800000,,5154,Added 24 Jan 2018,,2 Bedroom,Newly built 2bedroom flat with master bedroom ensuite and a guest toilet at Williams estate upstairs and downstairs off Adelabu surulere #800k a year rent.
8221,surulere,Williams EstateSurulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 BEDROOM FLAT,1100000,,K5850,"Updated 23 Jan 2018, Added 28 Nov 2017",,3 Bedroom,"Brand new tastefully finished 3bedroom flat with 4toilets and 3bathrooms, pop finish. Just 4 tenant in the compound.with prepaid [email protected] Estate,surulere.
Rent: #1.1m/1yr"
8222,surulere,Eric Manuel street off bode Thomas Bode Thomas Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 BEDROOM FLAT,1300000,,4733,Added 23 Jan 2018,,3 Bedroom,"Very lovely and decent place ,all round tiles ,fitted kitchen , just two in d compound,fantastic place."
8223,surulere,Eric Manuel street off bode Thomas Bode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,MINI FLAT,600000,,4728,Added 23 Jan 2018,,1 Bedroom,"Renovated house ,all round tiles,tastefully finish ,fitted kitchen ,upstairs very lovely and decent place ."
8224,surulere,"Off enitan road,agudaAguda Surulere Lagos",1 beds 1 baths 2 Toilets,1,1,2,Miniflat upstairs,350000,,4476,Added 22 Jan 2018,,1 Bedroom,"Brand new house, tastefully finish, all round tiles ,big standard room, p.o.p ceiling, 2toilet, gated compound."
8225,surulere,"Off enitan road,Aguda Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,450000,,4473,Added 22 Jan 2018,,2 Bedroom,"UPstairs
Brand new house, tastefully finish all round tiles,fitted kitchen, very lovely and decent house."
8227,surulere,brown roadAguda Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat,600000,,H9975,"Updated 22 Jan 2018, Added 15 Sep 2017",,3 Bedroom,"This nice 3 bedroom flat comes with 2 toilets and baths, floor finished with tiles, kitchen fitted with kitchen cabinets and rooms finished with wardrobes. It has an ample parking space and it is located within a secure neighborhood."
8246,surulere, Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 bedrooms flat,700000,,4224,Added 21 Jan 2018,,2 Bedroom,"2 bedrooms flat for rent
at james Roberson Street
Surulere Lagos"
8247,surulere, Adelabu Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom semi detached duplex,3000000,,4133,Added 20 Jan 2018,,4 Bedroom,Semi detached with boys quaters
8248,surulere, Adelabu Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,800000,,4087,Added 20 Jan 2018,,2 Bedroom,"Newly renovated house, tastefully finish, all room ensuit, all round tiles, fitted kitchen, carpark, serene environment."
8249,surulere,Folawiyo Bankole streetKilo Marsha Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,1500000,,3788,Added 19 Jan 2018,,3 Bedroom,Newly built 3 bedroom flat all rooms ensuite with prepaid installed meter upstairs on Folawiyo Bankole street off masha road Surulere
8250,surulere, Orile Iganmu Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 Bedroom flat,350000,,3460,Added 18 Jan 2018,,2 Bedroom,"Nice 2 bedroom flat for rent with constant water supply, kitchen cabinet, fenced and well gated, parking space."
8251,surulere, Adelabu Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 Bedroom flat,400000,,3003,Added 17 Jan 2018,,2 Bedroom,"A nice 2 bedroom flat in a conducive neighborhood with constant water supply, fenced and well gated, kitchen cabinet, parking space.
Price: 400,000"
8252,surulere,babs animashaunSurulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,executive 4 bedroom flat,1500000,,J3624,"Updated 16 Jan 2018, Added 05 Oct 2017",,4 Bedroom,The location of this property is secure and in a serene environment with good road network and ample parking space.
8253,surulere,Jimoh Odutola strtEric Moore Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,"2 Bay Warehouse for lease (24,000 square feet)",13000,,J1240,"Updated 16 Jan 2018, Added 21 Sep 2017",,,"The warehouse is perfect for food storage and other industrial uses as the ceiling is in good order. It has access to banks and other companies like Indomie and so on. Pay and move in, no issues."
8254,surulere, Eric Moore Surulere Lagos,1 beds 0 baths 0 Toilets,1,0,0,SELF CONTAIN,1500000,,N9082,Added 16 Jan 2018,,1 Bedroom,"A lovely and well maintained serviced and furnished roomself contain with modern facilities as gas cooker,washing machine,water heater,modern wardrobe, dstv etc in a secured Eric Moore towers off bode Thomas/Eric Moore road surulere #1.5m a year inclusive of all service charges"
8255,surulere, Ogunlana Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 BEDROOM FLAT,600000,,N8914,Added 15 Jan 2018,,2 Bedroom,"Very lovely place ,tastefully finish,massive carpark."
8256,surulere, Masha Surulere Lagos,5 beds 3 baths 3 Toilets,5,3,3,5 bedroom duplex,7000000,,N8612,Added 14 Jan 2018,,5 Bedroom,Detach house
8257,surulere,olatundeBode Thomas Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,A renovated 3 bedroom flat,800000,,J0915,"Updated 10 Jan 2018, Added 20 Sep 2017",,3 Bedroom,The location of this property is secure and in a serene environment with good road network and ample parking space.
8258,surulere,Off ogunlana drive.Ogunlana Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,self contain,300000,,N7328,Added 10 Jan 2018,,1 Bedroom,"Fantastic & lovely roomself,all round tiles, clean compound, quiet neighborhood."
8259,surulere,adetola surulereIjesha Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 BEDROOM FLAT,700000,,J3195,"Updated 10 Jan 2018, Added 03 Oct 2017",,3 Bedroom,Massive 3bed upstairs 700k 3toilet 3bath at adetola surulere
8260,surulere,Ramlat StreetAguda Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat for rent,700000,,K7365,"Updated 08 Jan 2018, Added 04 Dec 2017",,3 Bedroom,"Lovely 3 bed room flat, 2 toilet, 2 bathroom at Ramlat street Aguda #700k/1year rent"
8261,surulere,ADETOLA STREETAguda Surulere Lagos,3 beds 0 baths 0 Toilets,3,0,0,3 BEDROOM FLAT,1000000,,N0710,"Updated 08 Jan 2018, Added 13 Dec 2017",,3 Bedroom,"LOVELY 3BED ALL EN-SUITE WITH POP, TAIL,TREATED WATER & ENOUGH CAR PACK @ ADETOLA STREET AGUDA
RENT: #1M/1YEAR"
8262,surulere,SHOLOKI streetAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 BEDROOM FLAT,700000,,N2340,"Updated 08 Jan 2018, Added 19 Dec 2017",,2 Bedroom,"2 bedroom flat all rooms en-suite up & down new house at SHOLOKI street AGUDA
Rent: #700k/1yr"
8263,surulere, Kilo Marsha Surulere Lagos,10 beds 10 baths 10 Toilets,0,0,0,Hotel,1500000,,N6050,Added 07 Jan 2018,,10 Bedroom,"This potentially money spinning property is a big hotel with 50 rooms sitting on 3 plots of land with swimming pool area (also can be used for pool parties), Outdoor lounge and Bar area, Night Club , Gym, Event Hall, 4 office spaces, Indoor Bar, Kitchen and Laundry. This property is for Lease and management and the Terms are negotiable."
8264,surulere, Adeniran Ogunsanya Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,700000,,N5985,Added 07 Jan 2018,,2 Bedroom,"Newly renovated house, all room ensuits,all round tiles, tastefully finish, fitted kitchen,serene environment.
.."
8265,surulere,Sam shonibare estate off ogunlana driveSurulere Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 BEDROOM FLAT,600000,,N0853,"Updated 06 Jan 2018, Added 13 Dec 2017",,2 Bedroom,"2 bedroom flat at Sam shonibare estate off ogunlana drive,
Rent: #600k 1y."
8278,surulere,"abayomi street off, olufemiOgunlana Surulere Lagos",2 beds 0 baths 0 Toilets,2,0,0,2 bedroom flat (upstairs),700000,,N4071,"Updated 06 Jan 2018, Added 30 Dec 2017",,2 Bedroom,"2 bedroom flat upstairs at abayomi street off, olufemi,by ogunlana drive,
Rent: #700k 1y."
8279,surulere, Bode Thomas Surulere Lagos,3 beds 0 baths 2 Toilets,3,0,2,OFFICE SPACE,1100000,,K6074,"Updated 06 Jan 2018, Added 28 Nov 2017",,3 Bedroom,"3 bedroom flat office space at bodethomas
Rent: #1.1m"
8280,surulere,off pako roadAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,SELF CONTAIN,220000,,M1680,"Updated 06 Jan 2018, Added 05 Dec 2017",,1 Bedroom,"Roomself contain at  eshinlokun street off pako road,aguda
Rent: #220k.1y"
8281,surulere,off pako roadAguda Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,MINI FLAT,320000,,M1599,"Updated 06 Jan 2018, Added 05 Dec 2017",,,"Miniflat at off pako road, aguda, renovated.
Rent: #320k 1y"
8282,surulere,"off brown road,Aguda Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,700000,,N0363,"Updated 06 Jan 2018, Added 11 Dec 2017",,2 Bedroom,"2 bedroom flat at soloki street off brown road, aguda surulere
Rent: #700K 1y."
8283,surulere,"irone avenue, off adetolaAguda Surulere Lagos",0 beds 0 baths 0 Toilets,0,0,0,SELF CONTAIN,250000,,N0669,"Updated 06 Jan 2018, Added 13 Dec 2017",,,"roomself contain at irone avenue, off adetola aguda,
Rent: #250k  1y."
8284,surulere,off fashoro streetOjuelegba Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 bedroom flat (Upstairs),600000,,K6403,"Updated 06 Jan 2018, Added 29 Nov 2017",,2 Bedroom,"this 2 bedroom flat upstairs has is well tilled with spacious rooms,well fixed kitchen cabinet,ample car space and a good road network
Price: #600,000 per annum"
8285,surulere,ibezim obiajulu streetAdelabu Surulere Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 BEDROOM FLAT,750000,,K6821,"Updated 06 Jan 2018, Added 30 Nov 2017",,2 Bedroom,"2bedroom flat at ibezim obiajulu street off adelabu,
Rent: #750k 1y."
8286,surulere, Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT,500000,,N5883,Added 06 Jan 2018,,1 Bedroom,"Newly renovated house, all round tiles, tastefully finish, carpark,quiet environment."
8287,surulere, Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT,500000,,N5877,Added 06 Jan 2018,,1 Bedroom,"Newly renovated house,all round tiles, tastefully finish."
8288,surulere, Ojuelegba Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat,750000,,N5862,Added 06 Jan 2018,,3 Bedroom,"Decent and lovely 3 bedroom flat with 2 toilet and 2 bath upstairs and downstairs available @ Banire street off Cole street by Itire road with facilities such as water borehole, prepaid meter etc @ Ojuelegba,Surulere #750k and #700k respectively one year rent"
8289,surulere, Western Avenue Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM Flat,600000,,N5836,Added 06 Jan 2018,,2 Bedroom,"Newly built house,tastefully finish all round tiles, fitted kitchen, quite environment, carpark."
8290,surulere,Omobola Lawanson Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,Miniflat,400000,,N5798,Added 05 Jan 2018,,1 Bedroom,"A standard miniflat with 2 toilets and 2bath rooms, located on Omobola Street lawanson, newly renovated, well tiled floors, car park, treated bore water, serene neighborhood, going for 400k x a yr and six months.."
8291,surulere,"Ogunlana drive ,Ogunlana Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,1200000,,N5794,Added 05 Jan 2018,,2 Bedroom,"Beautiful 2 bedroom flat
for rent with rooms en suite plus guest toilet,
upstairs apartment all tiled off Ogunlana Drive,
Surulere - Lagos


Rent: N1.2 Million Naira


For more information please contact the Agent"
8292,surulere,  Kilo Marsha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,self contain,250000,,N5791,Added 05 Jan 2018,,1 Bedroom,"A standard and executive roomself on Alawode Street off kilo masha surulere  for 250k x 1 yr rent, brand new house.. But no inbuilt kitchen,  good car park,  treated  bore water, colorfully painted, 24 hrs security on duty.. Etc located on Alawode Street masha kilo surulere"
8293,surulere,adisa bashua streetAdelabu Surulere Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 bedroom flat (Upstairs),800000,,K6067,"Updated 05 Jan 2018, Added 28 Nov 2017",,2 Bedroom,"2 bedroom flat upstairs at adisa bashua street,off adelabu,surulere.
Rent: #800k."
8294,surulere,Oscar Abu crescent off babs animashaun streetBode Thomas Surulere Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 BEDROOM FLAT,600000,,K6069,"Updated 05 Jan 2018, Added 28 Nov 2017",,2 Bedroom,"2 bedroom flat at Oscar Abu crescent off babs animashaun street,by bodethomas.
Rent: #600k 1y."
