,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
0,surulere,Lawanson Surulere Lagos,2 beds baths Toilets,2,0,0,a lovely 2 bedroom apartment available at Lawason Surulere (2 years rent demanded),700000,Premium,6EPHZ,Added 22 Apr 2021,,2 Bedroom,"a lovely 2 bedroom apartment available at Lawason Surulere (2 years rent demanded)

rent: 700k times 2 years"
1,surulere,BaiyeOgunlana Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Refurbished 2 bedroom flat,900000,Premium,5EPBA,"Updated 22 Apr 2021, Added 19 Apr 2021",,2 Bedroom,"Lovely renovated apartment, just two in the compound with ample carpark."
2,surulere,Cole streetLawanson Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely New 2bed at surulere,750000,Premium,2EPGE,"Updated 22 Apr 2021, Added 21 Apr 2021",,2 Bedroom,"Lovely brand new apartment exquisitely furnished with all room en-suite,"
3,surulere,Off Adeniran ogunsanya surulereAdeniran Ogunsanya Surulere Lagos,beds baths Toilets,0,0,0,Massive 3Bedroom plus mini flat self compound for lease,3500000,Premium,7EPGT,Added 22 Apr 2021,,,"Massive 3Bedroom by bungalow plus A massive room and parlour self contained in a serene environ very suitable for residential and commercial for long lease
Price:#3.5mil per annum
Duration: 5-10years down payment
Contact Mr Osisanya kolawole"
4,surulere,Off oseni lawansonLawanson Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely spacious 2bedroom flat upstairs just 3 occupants,700000,Premium,3EPG,Added 21 Apr 2021,,2 Bedroom,"Lovely spacious 2 bedroom flat upstairs with all rooms ensiite and visitors toilet just 3 people in the compound
Borehole water
Prepaid meter
Spacious compound"
5,surulere,Lawanson Surulere Lagos,2 beds baths Toilets,2,0,0,A lovely exquisite 2bedroom @ lawanson,800000,Premium,7EPFB,Added 21 Apr 2021,,2 Bedroom,"JUST OUT:*

Lovely 2bedroom flat all rooms ensuite located at Lawanson Surulere.


Upstair, POP, prepaid metre, car park, dinning, water heater, gated compound and security guard.

Price: 800k a year rent.
2years rent required.
A year and half might fly."
6,surulere,Lawanson Surulere Lagos,1 beds baths Toilets,1,0,0,A standard miniflat @ lawanson surulere,500000,Premium,0EPFB,Added 21 Apr 2021,,1 Bedroom,"Mini flat 500k has water, borehole water at lawanson no parking space a yr.
Easily accessible to anywhere
Total package 750k"
7,surulere,"OFF Ameh Street ,off Ogunlauna Drive , SurulereOgunlana Surulere Lagos",2 beds 3 baths 3 Toilets,2,3,3,SUPER AND DECENT 2 BEDROOM flat,700000,Premium,0EEXG,"Updated 21 Apr 2021, Added 19 Jan 2021",,2 Bedroom,"Luxury and Executive 2 bedroom flat with treated bore hole water and Ample parking, War-drops in all rooms , up and down stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 700K x 1 and 6 months rent only.. .located at Ameh street off Olufemi by Ogunlauna drive SURULERE"
9,surulere,Ekololu street off ogunlana driveOgunlana Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Big roomselfcontain,400000,Premium,0EKPU,"Updated 21 Apr 2021, Added 11 Mar 2021",,,
10,surulere,CENTRAL IKOYI Old Ikoyi Ikoyi Lagos,4 beds 4 baths 5 Toilets,4,4,5,PRINCE ADEMOLA OSINUGA SPECIALS! MOST MAGNIFICENT TOPMOST FLOOR 4 BEDROOM APARTMENT IN IKOYI YET! PERIOD! @$3.5M,,Sponsored,6ELAQ,"Updated 22 Apr 2021, Added 16 Mar 2021",Serviced Newly Built,"4 Bedrooms
Serviced
New","STRICTLY FOR DIRECT CASH READY BUYERS ONLY.

PLEASE CONTACT PRINCE ADEMOLA OSINUGA IF YOU HAVE THE FINANCIAL CAPACITY TO UNDERTAKE IMMEDIATELY. THANK YOU

SALE PRICE: $3,500,000

IN YOUR BEST INTEREST CALL PRINCE ADEMOLA OSINUGA TO BUY NOW"
18,surulere,Alhaji tokan street alaja estateAlaka Estate Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,800000,Premium,8EEHA,"Updated 21 Apr 2021, Added 12 Jan 2021",,,
19,surulere,Ojuelegba Surulere Lagos,beds baths Toilets,0,0,0,Shop Space in a Newly Built Plaza,200000,Premium,1EKTX,"Updated 21 Apr 2021, Added 13 Mar 2021",,,"Shop Spaces in a Newly Built Shopping Plaza at Ojuelegba Surulere.

Prices: N500k, N250k and N200k per annum. Upstairs and Downstairs."
21,surulere,Off Cole street by olufemi ogunlana driveLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built miniflat,500000,Premium,1EMKK,"Updated 21 Apr 2021, Added 31 Mar 2021",,,
22,surulere,Eric Moore Surulere Lagos,beds baths Toilets,0,0,0,2 office space inside Con Oil Filling Station at Eric Moore,600000,Premium,6EJAB,"Updated 21 Apr 2021, Added 23 Feb 2021",,,"2 office space inside Con Oil Filling Station at Eric Moore, Surulere for N600k for each"
23,surulere,Hassan idowu street off adetola aguda by Sanya expressAguda Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,Big warehouse,3000000,Premium,6EETQ,"Updated 21 Apr 2021, Added 18 Jan 2021",,,
24,surulere,Olatunde onimole street by ayetoro junctionAguda Surulere Lagos,beds baths Toilets,0,0,0,Standard shop,180000,Premium,1EKWW,"Updated 21 Apr 2021, Added 15 Mar 2021",,,
25,surulere,Off Shaki crescentAguda Surulere Lagos,4 beds 5 baths 5 Toilets,4,5,5,4bedroom detached duplex +BQ and Security House,1200000,Premium,5EKVN,"Updated 21 Apr 2021, Added 14 Mar 2021",,,
26,surulere,"BY AKANBI CRESCENT OFF FASHORO , SURULERE LAGOSOjuelegba Surulere Lagos",5 beds 4 baths 4 Toilets,5,4,4,Executive 5 brdroom Duplex ( NEWLY RENOVATED)ALL EN-WARDROPS TOILET,1500000,Premium,3EDAC,"Updated 21 Apr 2021, Added 18 Dec 2020",Furnished,"5 Bedrooms
Furnished","Property Description

Super and Executive 5 bedroom DUPLEX with 1 store and a study room , both in the kitchen and upstairs, 4 toilets ,2 rooms en-suit with visitors toilet, treated bore hole water and Ample parking space, up stairs, kitchen cabinets with store, War-drops in all rooms, Very standard ROOMS / spacious staircase,floored compound, Italian Mable floor, beautiful light fittings, serene neighborhood, excellent proximity to island, balconies, etc . 1.5 million X 1 yr ....located at Akanbi cresacent by fashoro Surulere"
27,surulere,"OFF ISHAGA ROAD, SURULERE LAGOSOjuelegba Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,LUXURY AND AND EXECUTIVE 2 BEDROOM OFF ISHAGA ROAD VIA LUTH,750000,Premium,8EAFY,"Updated 21 Apr 2021, Added 13 Nov 2020",,2 Bedroom,"Luxury and Executive 2 bedroom flat with treated bore hole water and Ample parking, up and down stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 7500K x 1 rent only..located at off ISHAGA ROAD VIA LUTH SURULERE LAGOS"
29,surulere,ADEKUNLE   KUYE STREET OFF ADELABU SURULEREAguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,SUPER AND EXECUTIVE 3 BEDROOM WITH 2 TOILETS,1100000,Premium,0DTEJ,"Updated 21 Apr 2021, Added 19 Aug 2020",Newly Built,"3 Bedrooms
New","Property Description

Super and Executive Brand new 3 bedroom, with 3 toilets,War-drops in the rooms, with visitors toilet, up stairs and Balconies in front , treated bore hole water and Ample parking space, kitchen cabinets, War-drops,spacious staircase, Italian Mable floor,beautiful light fittings, serene neighborhood, excellent proximity to island, POP_, etc ..all going for 1.1m x 1yr rent only...pictures will prove better"
31,surulere,Ojitiku street off Cole by olufemi Ogunlana Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Executive newly built 3bedroom flat upstairs,1200000,Premium,4EFJZ,"Updated 21 Apr 2021, Added 26 Jan 2021",,,
32,surulere,Shodipe close off akobi crescentWestern Avenue Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,400000,Premium,4EKWV,"Updated 21 Apr 2021, Added 15 Mar 2021",,,
33,surulere,Off aborisade lawanson surulere LagosLawanson Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Nice spacious mini flat,550000,Premium,5EAGS,"Updated 21 Apr 2021, Added 13 Nov 2020",,1 Bedroom,Nice spacious mini flat with 2t2b upstairs off aborisade lawanson surulere Lagos
35,surulere,Sabiu ajose off bide ThomasBode Thomas Surulere Lagos,4 beds 5 baths 4 Toilets,4,5,4,Newly built 4bedroom semi detached duplex + 1rm bq,3500000,Premium,0EKJR,"Updated 21 Apr 2021, Added 09 Mar 2021",,,
36,surulere,off Adeniran Ogunsanya StreetAdeniran Ogunsanya Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,A Newly renovated and tastefully finished 4 bedroom Semi detached duplex,4000000,Premium,4EPCC,"Updated 21 Apr 2021, Added 20 Apr 2021",,4 Bedroom,"TO LET*
Newly renovated and tastefully finished 2units of 4bedroom duplexes with all room ensuite plus guest toilet, Both Vacant (NO BQ), only 2people to share compound.
*LOCATION* off Adeniran Ogunsanya Street, Surulere.
*RENT* 4m each
*Suitable for both Corporate office & Residential purposes, Hospital, Etc."
37,surulere,Off oseni lawansonLawanson Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Lovely newly built spacious almost completed executive mini flat,600000,Premium,1EEH,"Updated 21 Apr 2021, Added 12 Jan 2021",,1 Bedroom,Lovely newly built spacious almost completed executive mini flat off oseni lawanson with 2t personal balcony POP
39,surulere, Lawanson Surulere Lagos,1 beds 0 baths 0 Toilets,1,0,0,"newly built mini-flat with two toilets , tiled floors, screeded walls, prepaid n parking",650000,Premium,9ENYA,"Updated 21 Apr 2021, Added 18 Apr 2021",Newly Built,,
40,surulere,"Jubril Marthins off Olufemi,by Ogunlauna driveOgunlana Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,EXECUTIVE AND SUPER MINIFLAT / WITH 2 TOILET AND BATH,500000,Premium,6DVSQ,"Updated 21 Apr 2021, Added 14 Sep 2020",,1 Bedroom,"Property Description

What a Super and Exquisite Outstanding Mini-flat with 1 toilet and 1 bath, Balconies in Front, Colorfully Painted, With all modern facilities in place, such as Fenced and inter-Lock Compound, Separate pre-paid Meter for each Apartment, treated bore hole water,water heater, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 500K x 1 yr rent ..located at Jubril marthins by Olufemi off Ogunlauna drive...surulere"
42,surulere,Lawanson surulereLawanson Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Lovely spacious mini flat with 2t upstairs,600000,Premium,7EDSL,"Updated 21 Apr 2021, Added 03 Jan 2021",,1 Bedroom,Lovely spacious mini flat with 2toilets and kitchen cabinets upstairs
44,surulere, Iponri Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,Super and executive 2 bedroom flat,800000,Premium,2EGKX,"Updated 21 Apr 2021, Added 05 Feb 2021",,2 Bedroom,"Property Description

Luxury and Executive 2 bedroom Bungalow with treated bore hole water and Ample parking, War-drops in all rooms , down stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 800K x 1 and 6 months rent only.. .located at Durojaiye street off Ishaga road Via Luth SURULERE lagos"
46,surulere,Ikate Lekki Lagos,5 beds 5 baths 6 Toilets,5,5,6,10units Electrifying 5 bedroom fully detached duplex,,Sponsored,4ENBG,"Updated 20 Apr 2021, Added 08 Apr 2021",Newly Built,"5 Bedrooms
New","Luxurious 10units of fully detached in a private and secured estates

Electrifying 5 bedroom fully detached duplex

Location: Ikate, Lekki

Price: 150 million

Features:

Ample parking space

Capacious compound

Spacious living room

LED lighting

Inbuilt speakers

All rooms ensuite

Fully fitted kitchen

Shower cubicles

Serene neighborhood

Beautifully finished closet

POP ceiling

BQ

For enquiries"
53,surulere,"OFF NNOBI RIGHT , KILO SURULEREKilo Marsha Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,SUPER AND DECENT 2 BEDROOM flat,700000,Premium,8EEXG,"Updated 21 Apr 2021, Added 19 Jan 2021",,2 Bedroom,"Luxury and Executive 2 bedroom flat with treated bore hole water and Ample parking, War-drops in all rooms , up and down stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 700K x 1 and 6 months rent only.. .located at off NNOBI RIGHT KILO SURULERE"
55,surulere,Off ogunsanyaAdeniran Ogunsanya Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,Lovely 4 bedroom bungalow in calm neighborhood,2500000,Premium,8EBHQ,"Updated 21 Apr 2021, Added 27 Nov 2020",,4 Bedroom,"TOLET

A Superb and Executive newly renovated 4bedroom flat bungalow with kitchen cabinets, wardrobes, heat extractor, p.o.p, water heater, car park and prepaid meter, 3t 3b. Luvly home.

For office or Residential.

Location: Tafawa balewa off adeniran ogunsaya Surulere.

Price: 2.5m but Slightly negotiable."
57,surulere,"OFF BODETHOMAS ROAD, SURULERE LAGOSBode Thomas Surulere Lagos",4 beds 4 baths 4 Toilets,4,4,4,LUXURY & SUPER 4 BEDROOM DUPLEX ( 2 iN A COMPOUND),2000000,Premium,6DZQM,"Updated 21 Apr 2021, Added 05 Nov 2020",Furnished,"4 Bedrooms
Furnished","Property Description

Property Description ( 2 in a Compound)

Super and Executive 4 bedroom DUPLEX with 2 stores , both in the kitchen and upstairs, 4 toilets ,4 rooms en-suit with visitors toilet, treated bore hole water and Ample parking space, up stairs, kitchen cabinets with store, War-drops in all rooms, Very standard ROOMS / spacious staircase,floored compound, Italian Mable floor, beautiful light fittings, serene neighborhood, excellent proximity to island, balconies, etc . 2 million X 1 yr ....located at Williams Estate Surulere"
59,surulere,DIPO   OLUBI STREET OFF ADEKUNLE KUYE OF OFF ODUDUWAKilo Marsha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,SUPER & EXECUTIVE 3 BEDROOM flat,1500000,Premium,6EBZK,"Updated 21 Apr 2021, Added 05 Dec 2020",Furnished,"3 Bedrooms
Furnished","Property Description

Luxury and Executive Brand New 3 bedroom flat in an Estate, with 4 toilets ,All en-suit with visitors toilet, treated bore hole water, water heater, and Ample parking space, Down stairs, kitchen cabinets, War-drops, Very standard ROOMS / spacious /,interlock compound, Italian Mable floor, beautiful light fittings, serene neighborhood, excellent proximity to island, balconies, POP all Round..... located at Dipo - Olubi street off Adekunle kuye or off Oduduwa ..going for 1.5 million asking"
61,surulere,"OFF APAPA ROAD, IPONRI COSTAINIponri Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,SUPER AND EXECUTIVE 2 BEDROOM FLAT,800000,Premium,5DXRV,"Updated 21 Apr 2021, Added 07 Oct 2020",Newly Built,,
62,surulere,Ogunleye Street Off Adekunle KuyeAdelabu Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,EXECUTIVE AND NEWLY RENOVATED 3 BEDROOM flat,1500000,Premium,8EEFQ,"Updated 21 Apr 2021, Added 11 Jan 2021",Furnished Newly Built,,
63,surulere,Aguda Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,A Decent and spacious newly renovated 3bedroom flat in a block of 6 flats first floor front with 3t 2b,1200000,Premium,3EJMJ,"Updated 21 Apr 2021, Added 28 Feb 2021",,,
64,surulere,"BY AKANBI CRESCENT OFF FASHORO , WESTERN SURULERE LAGOSWestern Avenue Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,Super EXECUTIVE MINIFLAT / 2 BEDROOMS,600000,Premium,3EFVW,"Updated 21 Apr 2021, Added 30 Jan 2021",,1 Bedroom,"Property Description

What a Super and Exquisite Outstanding Mini-flat brand New.. with 1 toilet and 1 bath,Balconies in Front , Colorfully Painted,With all modern facilities in place,Gated street front and back, such as Fenced Compound, Separate pre-paid Meter for each Apartment, treated bore hole water, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 600K x 1 yr rent ..located at off Akanbi crescent surulere lagos"
66,surulere,Oduduwa kiloKilo Marsha Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 bedroom flat,550000,Premium,4EARL,"Updated 21 Apr 2021, Added 18 Nov 2020",,,
67,surulere,Off nnobi Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,Executive serviced mini flat in a very conducive compound,700000,Premium,4ENCM,"Updated 21 Apr 2021, Added 08 Apr 2021",Serviced,Serviced,"Executive serviced mini flat in a very conducive compound
Upstairs and downstairs
Prepaid meter
Clean borehole
Designated space for gen
Ample parking"
69,surulere,"off Chief Natufe by Bodethomas, surulere lagosBode Thomas Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,2 / 3 bedroom flat,800000,Premium,2EBWZ,"Updated 21 Apr 2021, Added 04 Dec 2020",,2 Bedroom,"Property Description

Luxury and Executive 2 / 3 bedroom flat with treated bore hole water and Ample parking, up and down stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 800K x 1 rent only.. while the 3 bedroom is going 1 million x 1 yr..located at off Chief Natufe off bodethomas ROAD SURULERE"
71,surulere,"ADENIJI CLOSE OFF ITIRE ROAD, BY RANDLE JUNCTION, SURULERE LAGOSRandle Avenue Surulere Lagos",3 beds 3 baths 3 Toilets,3,3,3,SUPER AND EXECUTIVE 3 BEDROOM WITH 4 TOILETS,1600000,Premium,4DSLU,"Updated 21 Apr 2021, Added 12 Aug 2020",Furnished Newly Built,"3 Bedrooms
New
Furnished","Property Description

Super and Executive Brand new 3 bedroom, with 3 toilets, with visitors toilet, treated bore hole water and Ample parking space,Interlock compound,front and back Balcony,with also front and staircase, up stairs, kitchen cabinets, War-drops,spacious staircase, Italian Mable floor,beautiful light fittings, serene neighborhood, excellent proximity to island, balconies, POP_, etc ..all going for 1.6million x 1yr rent only"
72,surulere,Off adekunle kuye streetAdelabu Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built executive 2bedroom flat,1700000,Premium,2EKWK,"Updated 21 Apr 2021, Added 15 Mar 2021",,"24 hours Electricity
Security
POP Ceiling
Water Treatment
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
2 Bedroom",Newly built Executive and superb house all rooms ensuit all round tiles tastefully finished fitted kitchen p.o.p ceiling wall screeeding gated compound serene environment.prepaid meter and treated water
74,surulere,mercileni Estate MashaMasha Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,LUXURY AND EXECUTIVE 2 BEDROOM (ALL ENSUIT) IN ESATE IN MASHA,1400000,Premium,8DYFA,"Updated 21 Apr 2021, Added 14 Oct 2020",,2 Bedroom,"Luxury and Executive 2 bedroom flat with treated bore hole water and Ample parking, up and down stairs available, kitchen cabinets and Italian Mable floors, balconies front and Back, wonderful serenity, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 1.4 million x 1 rent only..located at Mercileni Estate . masha surulere"
76,surulere,Off aborisade lawanson surulere Lawanson Surulere Lagos,0 beds 1 baths 1 Toilets,0,1,1,Spacious room self contain,300000,Premium,8EJNE,"Updated 21 Apr 2021, Added 28 Feb 2021",,,
77,surulere,FOLARIN STREET OFF LAWANSON ROADLawanson Surulere Lagos,1 beds 1 baths Toilets,1,1,0,"SUPER AND DECENT MINIFLAT, OFF LAWANSON ROAD",400000,Premium,3DZK,"Updated 21 Apr 2021, Added 02 Nov 2020",Furnished,"1 Bedrooms
Furnished","What a Super and Exquisite Outstanding Mini-flat with 1 toilet and 1 bath,Balconies in Front , Colorfully Painted,With all modern facilities in place, such as Fenced Compound, Separate pre-paid Meter for each Apartment, treated bore hole water, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 450K x 1 yr rent ..located on FOLARIN STREET OFF LAWANSON ROAD, very close to the B/stop"
79,surulere,"Off enitan Rd by pako , agudaAguda Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,newly built2 bedroom flat,650000,Premium,6EFEZ,"Updated 21 Apr 2021, Added 23 Jan 2021",,,
80,surulere,"BY AKANBI CRESCENT OFF FASHORO , SURULERE LAGOSOjuelegba Surulere Lagos",4 beds 3 baths 4 Toilets,4,3,4,EXECUTIVE AND LUXURY 4 BEDROOM DUPLEX WITH 4 TOILETS,1300000,Premium,1DXDW,"Updated 21 Apr 2021, Added 01 Oct 2020",Furnished,,
81,surulere,Adekunle kuyeAdelabu Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,Fantastic 3bedroom flat upstairs,1200000,Premium,7EFJZ,"Updated 21 Apr 2021, Added 26 Jan 2021",,,
82,surulere,Abosede kuboye street off Eric mooreBode Thomas Surulere Lagos,5 beds 4 baths 4 Toilets,5,4,4,5 bedroom fully detached duplex,3500000,Premium,9EKJY,"Updated 21 Apr 2021, Added 09 Mar 2021",,,
83,surulere,"Mekunwen Road, Brains And Hammers Estate, Life Camp Abuja",4 beds 4 baths 5 Toilets,4,4,5,Luxury Furnished 4 Bedroom Semi-Detached duplex,,Sponsored,2DVDW,"Updated 22 Apr 2021, Added 08 Sep 2020",Newly Built Furnished Serviced,"WiFi
Swimming Pool
24 Hours Security
Street Lights
Parking Space
Supermarket Nearby
Mosques Nearby
Restaurants Nearby
Big Compound
Gym
All Room Ensuit
Security doors
POP Ceiling
24 hours Electricity
Church Nearby
Security
CCTV Cameras
Drainage System
Child Care
Fast Internet
Children Play Ground
4 Bedrooms
Furnished
New
Serviced","A beautiful 4 bedroom apartment with all en-suite private rooms, with 2 living room and a kitchen available for guests use. Apartment is in the centre of Abuja close to banks, Malls, shopping complex. It’s at a no distance from all key areas of the metropolis, with excellent designed walks around environment, with access to Gym, swimming pool, kid's playground, football pitch, free parking space.

The space
The 4 bedroom semi-detached duplex all in suit is fitted with all essentials you need in a home, pure white walls and colourful accents, equipped with well maintained and quality services ranging from kitchen amenities, Washing machine, Water heater, Air conditioner, cozy bedrooms, 24 hrs Wifi, Tv, DSTV and explicable amenities.

Guest access
Guests have full access to the house and its amenities which includes;

- 24 Hours Security
- 24 Hours of Electricity
- 2 Private Balcony
- Private Parking for 2 Vehicle
- Private and General Gym
- General Swimming Pool
- Playground for Kids
- Available Mini Football Peach
- Green Area Landmark
- Panoramic View"
95,surulere,Off Aborisade streetLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,spacious mini flat,600000,Premium,2EDFF,"Updated 21 Apr 2021, Added 22 Dec 2020",,1 Bedroom,Lovely spacious mini flat upstairs with pop finishings and constant water supply
99,surulere,Itire Surulere Lagos,beds baths Toilets,0,0,0,For Lease warehouse capacity of 12800 sqft,15360000,Premium,2DAEQ,"Updated 21 Apr 2021, Added 21 Feb 2020",,"Parking Space
Big Compound","For Lease warehouse capacity of 12800 sqft with concrete design all around the compound along Oshoi Apapa express way rent 1200 per sqft asking 15,360,000M"
101,surulere,"ON OGUNLAUNA DRIVE, SURULERE LAGOSOgunlana Surulere Lagos",10 beds 6 baths 6 Toilets,0,6,6,LURURY 16 ROOMS COMMERCIAL BUILDING WITH A STOREY BUILDING BQ,4500000,Premium,2EAAG,"Updated 21 Apr 2021, Added 10 Nov 2020",,,
102,surulere,Ladipo Labinjo CresentBode Thomas Surulere Lagos,3 beds 3 baths Toilets,3,3,0,Brand new 3bedroom flat off Bode Thomas Street,2500000,Premium,0EGYM,"Updated 21 Apr 2021, Added 11 Feb 2021",,,
103,surulere,"off lawanson road, lawansonLawanson Surulere Lagos",1 beds 2 baths 2 Toilets,1,2,2,LUXURY AND AND EXECUTIVE MINIFLAT (BRAND NEW),550000,Premium,8DZKG,"Updated 21 Apr 2021, Added 02 Nov 2020",Newly Built,"1 Bedrooms
New","What a Super and Exquisite Outstanding Mini-flat( BRAND NEW) with 2 toilet and 2 bath,Balconies in Front , Colorfully Painted,With all modern facilities in place, such as Fenced Compound, Separate pre-paid Meter for each Apartment, treated bore hole water, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 550K x 1 yr rent ..located on a STREET OFF LAWANSON ROAD, very close to the B/stop"
105,surulere,Pilot crescent off bodethomasBode Thomas Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom bungalow alone,1700000,Premium,4EFUF,"Updated 21 Apr 2021, Added 29 Jan 2021",,"24 hours Electricity
POP Ceiling
Security
Parking Space
Security doors
Big Compound
3 Bedroom","Newly refurbished house all round tiles with p.o.p ceiling , o.omp wall screeeding alone in d compound gated compound serene environment,"
106,surulere,Off ogunlana driveOgunlana Surulere Lagos,beds baths Toilets,0,0,0,Lovely newly built roomself contained with modern finishing,500000,Premium,2ENSZ,"Updated 21 Apr 2021, Added 15 Apr 2021",Newly Built,New,"Lovely newly built roomself contained with modern finishing
Pop
Borehole water
Prepaid meter
Marble floor"
108,surulere,Eric Moore Surulere Lagos,beds baths Toilets,0,0,0,"For Lease newly built warehouse capacity of 30,000 sqft",45000000,Premium,1DAF,"Updated 21 Apr 2021, Added 21 Feb 2020",,,"Location: Eric Moore industrial area
For Lease newly built warehouse capacity of 30,000 sqft with concrete design round the compound, land size about 2.5 acres of land, spacious compound good for manufacturing and storage at Eric Moore industrial area surulere Lagos rent 45M asking"
110,surulere,Curtis Adeniyi JonesAdeniran Ogunsanya Surulere Lagos,4 beds 4 baths 0 Toilets,4,4,0,Lovely 4bedroom duplex,4000000,Premium,8EFSK,"Updated 21 Apr 2021, Added 28 Jan 2021",,4 Bedroom,"TO LET*

Very lovely 4bedroom duplex with all room ensuite plus guest toilet (NO BQ), only 2people to share compound.
*LOCATION* Curtis Adeniyi Jones off Gbajumo off Adeniran Ogunsanya Street, Surulere.
*Current under renovation*
*RENT* 4m per year"
112,surulere,AgudaAguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,Decent 3 bedroom flat,1000000,Premium,6EMNV,"Updated 21 Apr 2021, Added 01 Apr 2021",,3 Bedroom,Lovely
113,surulere,"Beside GT bank, Constain b/stopWestern Avenue Surulere Lagos",beds baths Toilets,0,0,0,A roomself contain apartment,350000,Premium,5EDCV,"Updated 21 Apr 2021, Added 21 Dec 2020",Furnished,nished,"Yearly rent : 350,000.00
Agency fee: 75,000.00
Agreement fee:75,000.00
Total package: 550,000.00"
115,surulere,Ogunlana Surulere Lagos,beds baths Toilets,0,0,0,Hotel for lease off Ogunlana Drive Surulere,25000000,Premium,3EKBY,"Updated 21 Apr 2021, Added 06 Mar 2021",,,
116,surulere,Odogbolu street off adetola street agudaAguda Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3bedroom flat upstairs,1000000,Premium,2EKTF,"Updated 21 Apr 2021, Added 12 Mar 2021",,3 Bedroom,Very big and standard house all round tiles with marble upstairs tastefully finished fitted kitchen decent compound serene environment.
117,surulere,Off brown roadAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,900000,Premium,6EER,"Updated 21 Apr 2021, Added 16 Jan 2021",,,
118,surulere,Jadesola oshodi off brown Rd Aguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat upstairs,500000,Premium,3EKWU,"Updated 21 Apr 2021, Added 15 Mar 2021",,2 Bedroom,Very lovely and superb house all round tiles Clean compound and serene environment
119,surulere,Off Hassan Idimu streetAguda Surulere Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 Bedroom Apartment,900000,Premium,2EKUN,"Updated 21 Apr 2021, Added 13 Mar 2021",,,
