,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
0,yaba, Abule Ijesha Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Newly built pop finished mini flat with 2 toilets , up flat , well gated",700000.0,Premium Gold,1ENKM,"Updated 21 Apr 2021, Added 12 Apr 2021",Newly Built,"1 Bedrooms
New","Newly built pop finished mini flat with 2 toilet , up flat , well gated, situated in abule ijesha yaba
Rent 700k per annum"
1,yaba,Off St Finbars RoadAkoka Yaba Lagos,3 beds 2 baths 3 Toilets,3,2,3,"A Very Spacious & Strongly Built 3bd Flat @ Akoka, Yaba, Lagos.",1000000.0,Premium,0EPHJ,Added 22 Apr 2021,,3 Bedroom,"A Very Spacious & Strongly Built 3bd Flat @ Akoka, Yaba, Lagos, with 3toilets and Bath, in a block 6flats, 1st floor, front flat, with a fitted wardrobes, kitchen cabinets n cupboard, situated in a calm n conducive environment with Terrazzo floors, fenced Round with gate n 1 Dedicated parking space, easy access road to Herbert Macaulay way, #1M x a year.

Pls Contact: ZEEZCONSULT PROPERTIES MGT: [redacted]/ [redacted]/ [redacted].

Many thanks for your usual patronage!!!"
2,yaba,"Akoka, Yaba, Lagos.Akoka Yaba Lagos",3 beds 3 baths 4 Toilets,3,3,4,Lovely Newly Built Modern 3 Bedroom Ensuite Flat,1800000.0,Premium,9EPGV,Added 22 Apr 2021,,3 Bedroom,"Available for immediate letting, new top class tasetefully finished and spacious 3 bedroom apartment;

Location: Akoka, Yaba.

RENT : #1.8M
MTENANCE :#150K
CAUTION : #150K"
3,yaba,Borno Way Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Executive Lovely 2 Bedroom Flat @ Alagomeji Yaba,1500000.0,Premium,7EPGL,Added 22 Apr 2021,Furnished Serviced,"2 Bedrooms
Serviced
Furnished","This is a lovely Executive 2 Bedroom Flat @ Alagomeji Yaba. It is well furnished with well made wardrobe and a nice kitchen cabinet with with all the Rooms En-suite with Guest Toilet, Borehole Water, Parking Space, Quiet Neighborhood, Prepaid Meter.
Rent 1.5M per Year.
Please Call ASAP if you are interested.
It is located in a nice and secured environment with an accessible road network"
4,yaba,Akoka Yaba Lagos,3 beds baths Toilets,3,0,0,Lovely 3bedroom with all rooms ensuit,1800000.0,Premium,3EPGL,"Updated 22 Apr 2021, Added 22 Apr 2021",,3 Bedroom,"To Let:

Lovely 3Bedroom flat with all rooms En-suite + Guest Convenient.
Big Living Room and Dining,
Prepaid Meter, Borehole Water, POP, Chandler, Water Heater,Wardrobes, Shoe Rack, Fitted Kitchen,Interlocked Floor, Car Park.
Corporate Yoruba Young Couples Only.
Up Floor Available.
Location: Afolabi Brown Street, AKoka, Yaba.
Rent: N1.8million per annum
Refundable Caution: 150k
Service Charge: 150k
Legal: 10%"
5,yaba,Folagoro Abule Ijesha Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive Lovely Mini flat,600000.0,Premium,1ENVX,"Updated 22 Apr 2021, Added 17 Apr 2021",Furnished Serviced,"1 Bedrooms
Serviced
Furnished","This is a lovely Miniflat @ Yaba. It is fenced round with gate, Borehole Water, Prepaid Meter, Quiet Neighborhood, Easy Accessibility, Wardrobe, Security Guard, Prepaid Meter.
Rent 700k per year. It comes with 2 Toilet and Bath.
Please Call [redacted] immediately if you are interested in the apartment.
It is located in a nice and secured environment with an accessible road network"
6,yaba,Moleye Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely Serviced 3 Bedroom Flat @ Alagomeji Yaba,1750000.0,Premium,9ENXS,"Updated 20 Apr 2021, Added 18 Apr 2021",Furnished Serviced,"3 Bedrooms
Serviced
Furnished","This is a lovely Serviced 3 Bedroom Flat @ Alagomeji Yaba. It is well furnished with well made wardrobe and a nice kitchen cabinet with all the Rooms En-suite With Guest Toilet, Parking Space, Borehole Water, Quiet Neighborhood.
Rent 1,750,000 per year and Serviced Charge of 250k per year.
Please Call [redacted] ASAP if you are interested.
It is located in a nice and secured environment with an accessible road network"
7,yaba,Sholanke Akoka Yaba Lagos,0 beds 0 baths 1 Toilets,0,0,1,Lovely Newly Built Self Contain,350000.0,Premium,2ENXT,"Updated 22 Apr 2021, Added 18 Apr 2021",Newly Built,New,"This is a lovely Newly Built SelfContain @ Akoka Yaba. It is fenced round with gate, Borehole Water, Quiet Neighborhood, Upstairs and ground floor available. It comes with A Toilet, Bath and kitchen.
Rent 350k per Annum and owner wants 1 Year and 6 Months.
Please Call [redacted] ASAP if interested Or Please call if you have any question.
It is located in a nice and secured environment with an accessible road network"
8,yaba,Iwaya Onike Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely Spacious Miniflat @ Yaba,700000.0,Premium,0EPDZ,"Updated 22 Apr 2021, Added 21 Apr 2021",,1 Bedroom,"This is a lovely Newly Renovated Miniflat @ Onike Iwaya Yaba. It is fenced round with gate, Borehole water, easy access to the road, quiet compound, Good Electricity.
Rent 700k per year. Please Call [redacted] ASAP if interested or if you have any other question.
It is located in a nice and secured environment with an accessible road network"
9,yaba,Epe Road Epe Lagos,beds baths Toilets,0,0,0,"Affordable Dry Lands at Serenity Gardens Estate 2, Epe, Lagos.",,Sponsored,6ENMT,Added 13 Apr 2021,,"Drainage System
Survey
Governor's Consent
Security
Excision","Serenity Gardens Estate 2 is a developed estate located inside Epe main Town in a very serene environment with close proximity to Epe Spa and Resorts, Alaro City, banks, markets, schools and various other developments. Some of the features of this amazing vicinity includes; Tarred roads, street light, clean portable water, drainage systems, perimeter fencing and a host of central sewage systems. Serenity Gardens set a high level benchmark in service delivery, infrastructures, eco-friendliness, functionality and loftiness. Saddled with Individual housing typologies of contemporary architecture.

The demographics of the area include a majority of Yoruba speaking natives, and people from different parts of the country living, working and doing business in the area. Epe town has potential for tourism as it is endowed with beautiful lagoon views and ocean fronts that will marvel your sight. The area is fast developing as investors and prospective land buyers are already building their homes and properties rapidly being one of the reasons why lands are constantly appreciating fast in the area.

Epe main town is a central hub for business, manufacturing, warehousing, and logistics. Forecasts have been made about an increase in commercial activities in this city as a result of these developments which will create thousands of jobs in the earnest future."
38,yaba,Makoko Sabo Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built Lovely Miniflat @ Yaba,600000.0,Premium,4EPGL,Added 22 Apr 2021,Furnished Newly Built,,
39,yaba,Alagomeji Alagomeji Yaba Lagos,beds baths 1 Toilets,0,0,1,Lovely Spacious SelfContain @ Alagomeji Yaba,400000.0,Premium,9EPGK,Added 22 Apr 2021,Serviced,Serviced,"This is a lovely and Spacious SelfContain @ Alagomeji Yaba. It is fenced round with gate, Borehole Water, Quiet Neighborhood, fenced round with gate, parking space and security guard, Easy Accessibility to the road.
Rent 400k per year. Please Call my line Immediately if you are really interested.
It is located in a nice and secured environment with an accessible road network"
40,yaba,Akoka Yaba Lagos,3 beds baths Toilets,3,0,0,A standard 3bedroom @ akoka,1800000.0,Premium,5EPFY,Added 21 Apr 2021,,3 Bedroom,"To Let:

Lovely 3Bedroom flat with all rooms En-suite + Guest Convenient.
Big Living Room and Dining,
Prepaid Meter, Borehole Water, POP, Chandler, Water Heater,Wardrobes, Shoe Rack, Fitted Kitchen,Interlocked Floor, Car Park.
Corporate Yoruba Young Couples Only.
Up Floor Available.
Location: Afolabi Brown Street, AKoka, Yaba.
Rent: N1.8million per annum
Refundable Caution: 150k
Service Charge: 150k
Legal: 10%"
41,yaba,Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,"To Let: Lovely 3Bedroom flat with all rooms En-suite + Guest Convenient. Big Living Room and Dining, Prepaid Meter, Borehole Water, POP, Chandler, Water Heater,Wardrobes, Shoe Rack, Fitted Kitchen,Interlocked Floor, Car Park. Corporate Yoruba Young Coupl",1700000.0,Premium,0EPFX,Added 21 Apr 2021,Furnished Newly Built,"3 Bedrooms
New
Furnished","To Let:

Lovely 3Bedroom flat with all rooms En-suite + Guest Convenient.
Big Living Room and Dining,
Prepaid Meter, Borehole Water, POP, Chandler, Water Heater,Wardrobes, Shoe Rack, Fitted Kitchen,Interlocked Floor, Car Park.
Corporate Yoruba Young Couples Only.
Up Floor Available.
Location: AKoka, Yaba.
Rent: N1.7million per annum"
42,yaba,Sabo Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,BRAND NEW TWO BEDROOMS,800000.0,Premium,7EPFT,"Updated 21 Apr 2021, Added 21 Apr 2021",,2 Bedroom,"This property is located in yaba it's consist of a brand new ensuites two bedrooms well finished with pop,water heaters, and fitted kitchen cabinet in a gated community. Price is 800k other charges follow suites

INSPECTION FEE IS 5K"
43,yaba,Onike Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Newly built Mini flat, pop finished , fitted with kitchen cabinet , situated in iwaya onike",700000.0,Premium,5EPFS,Added 21 Apr 2021,Newly Built,"1 Bedrooms
New","Newly built Mini flat, pop finished , fitted with kitchen cabinet , situated in iwaya onike , yaba .
Rent: 650k (1 year 6months rent required)
and 700k (1 year 6months rent required )"
44,yaba,Iwaya Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,"Newly built 2 Bedroom flat, pop finished , fitted with kitchen cabinet , situated in iwaya onike , yaba . Rent: 1M per year",1000000.0,Premium,1EPFS,Added 21 Apr 2021,Newly Built,"2 Bedrooms
New","Newly built 2 Bedroom flat, pop finished , fitted with kitchen cabinet , situated in iwaya onike , yaba .
Rent: 1M per year"
45,yaba,Off Herbert Macaulay wayEbute Metta Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"A Very Clean & Spacious Mini Flat @ Ebute Metta East, Yaba, Lagos.",500000.0,Premium,1EPFK,Added 21 Apr 2021,,1 Bedroom,"A Very Clean & Spacious Mini Flat @ Ebute Metta East, Yaba, Lagos, with 1toilet n Bath, in a block of flats, well tiled floors, situated in a calm environment with easy access road to 3rd Mainland bridge ??, in a gated compound, #500k x a year.

Pls Contact: ZEEZCONSULT PROPERTIES MGT: [redacted]/ [redacted]/ [redacted].

Many thanks for your usual patronage!!!"
46,yaba,Sabo oyadiran area yabaSabo Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard executive clean miniflat at yaba,550000.0,Premium,0EPE,Added 21 Apr 2021,Furnished Newly Built,"1 Bedrooms
New
Furnished","A standard executive clean miniflat is available at oyadiran area Sabi yaba for 550k, 600k and 650k

Screeded with POP upstairs has balcony painted also with car park in a gated compound feasible for inspection now call or Whatsapp [redacted]"
48,yaba,MakokoSabo Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Newly built mini flat, all rooms en-suite, pop finished, well gated with car park space, situated at Makoko",650000.0,Premium,5EPEM,Added 21 Apr 2021,Newly Built,"1 Bedrooms
New","Newly built mini flat, all rooms en-suite, pop finished, well gated with car park space, situated at Makoko
Rent: 600k / 650k per year"
49,yaba,Sabo Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Newly built mini flat, all rooms en-suite, pop finished, well gated with car park space, situated at Sabo oyadiran area.",600000.0,Premium,2EPEM,Added 21 Apr 2021,Newly Built,"1 Bedrooms
New","Newly built mini flat, all rooms en-suite, pop finished, well gated with car park space, situated at Sabo oyadiran area.
Rent: 600k / 650k per yeah"
50,yaba,off herbert marculay way Abule Ijesha Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat pop finished with 2 toilet,700000.0,Premium,2EPEG,Added 21 Apr 2021,Newly Built,"Security
POP Ceiling
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
1 Bedrooms
New","Newly built mini flat , pop finished , up flat, with 2 toilet , gated and secured,
Rent 700k per year"
51,yaba,Ebute Metta Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly renovated 3 bedroom flat with 4 toilets & 3 bathrooms 2 rooms en-suite location off apapa road ebutemeta west lagos,1000000.0,Premium,4EPCF,"Updated 21 Apr 2021, Added 20 Apr 2021",Furnished Newly Built,"3 Bedrooms
New
Furnished",Newly renovated 3 bedroom flat with 4 toilets & 3 bathrooms 2 rooms en-suite location off apapa road ebutemeta west lagos
52,yaba,Makoko Sabo Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom Flat @ Yaba,800000.0,Premium,5EPEA,Added 21 Apr 2021,Newly Built,,
53,yaba,Iwaya Iwaya Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely Newly Built Miniflat @ Yaba,600000.0,Premium,9EPDZ,Added 21 Apr 2021,Newly Built,"1 Bedrooms
New","Newly Built Lovely Miniflat @ Iwaya Yaba. It is fenced round with gate, Borehole Water, Quiet Neighborhood, Easy Accessibility, Good Electricity.
Rent 600k per year and you are to pay 2 years rent.
Call [redacted] for inspection ASAP if interested OR Call if you have any question.
It is located in a nice and secured environment with an accessible road network"
54,yaba,Off St finbarrs RoadAkoka Yaba Lagos,0 beds 0 baths 0 Toilets,0,0,0,A big hall suitable for warehouse Canteen and other interests,1500000.0,Premium,5EMJZ,"Updated 21 Apr 2021, Added 31 Mar 2021",Furnished,nished,"Rent Price: #1,500,000.00m
Agreement & Agency 10% each"
56,yaba,Abule Oja Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Newly built Executive Miniflat with 2toilet , just 4 tenant in a compound, situated in abule oja yaba.",800000.0,Premium,0EMX,"Updated 21 Apr 2021, Added 06 Apr 2021",Newly Built,"1 Bedrooms
New","Newly built Executive Miniflat with 2toilet , just 4 tenant in a compound, situated in abule oja yaba.
Rent: 800k per year
Service charge: 100k per year (subject to review )
Strictly working class tenant required"
58,yaba,Fola Agoro Yaba Lagos,beds 1 baths 1 Toilets,0,1,1,Newly built room self contain at Folagoro Yaba. 350k a year and six months rent required.,350000.0,Premium,0EMEG,"Updated 21 Apr 2021, Added 28 Mar 2021",Newly Built,New,Newly built room self contain at Folagoro Yaba. 350k a year and six months rent required. Total of 700k
60,yaba,Akoka Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built mini flat,600000.0,Premium,5ENPL,"Updated 21 Apr 2021, Added 14 Apr 2021",Newly Built,,
61,yaba,Abule Ijesha Yaba Lagos,beds baths Toilets,0,0,0,Newly built pop finished spacious room self contain,450000.0,Premium,7EMWY,"Updated 21 Apr 2021, Added 06 Apr 2021",Newly Built,,
62,yaba,Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,"Premium Brand New 1, 2 and 3 Mid Luxury Apartments",,Sponsored,8EAUY,"Updated 20 Apr 2021, Added 20 Nov 2020",Serviced Newly Built,"2 Bedrooms
Serviced
New","FOR SALE: Premium Brand New 1, 2 and 3 Mid Luxury Apartments at Ajah, Lekki, Lagos.

DESCRIPTION:
This is a Brand New premium Apartments built with lovely and superb finishing that speaks luxury with strategic location in Ajah, Lekki, Lagos. This is a good deal, perfect for your family with fantastic and state-of-the-art finishing, scenic view, child friendly environment, amongst several other unique features.

FEATURES
- Brand New
- Landscaped Ground
- All Rooms Ensuite
- Interlocked Floor
- Children’s Playground
- Club House
- Solid security doors
- Gate House
- POP ceiling
- Large sitting area
- Modern Architecture
- CCTV Cameras
- Fitted Kitchen
- Water Heaters
- 24hours Power Supply
- Clean Portable Water
- 24hours Secuirty
- Installmental Payment Available
- Mortgage Option Available

- Title: Certificate of Occupancy (C of O)

PRICE: 1 Bedroom – N13million ($29k)
2 Bedroom - N23million ($52k)
3 Bedroom - N28million ($63k)


Instagram: @bluehedgerealtors"
90,yaba,Sholanke Akoka Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built Miniflat @ Akoka Yaba,600000.0,Premium,6ENVW,"Updated 21 Apr 2021, Added 17 Apr 2021",Newly Built,"1 Bedrooms
New","This is a lovely Newly Built Miniflat @ Akoka Yaba. It is fenced round with gate, Borehole Water, Quiet Neighborhood, Security Guard on the Street, Easy Accessibility.
Rent 600k per year but you are to pay 1 year and 6 Month. Please Call [redacted] ASAP if you are interested OR If you want to ask a question Call.
It is located in a nice and secured environment with an accessible road network"
91,yaba,Akoka Yaba Lagos,beds baths Toilets,0,0,0,Newly built mini flat pop finished,600000.0,Premium,5ENPV,"Updated 21 Apr 2021, Added 14 Apr 2021",Newly Built,,
92,yaba, Abule Oja Yaba Lagos,0 beds 0 baths 2 Toilets,0,0,2,"Newly built pop finished mini flat with 2 toilets, up flat",700000.0,Premium,1ENYM,"Updated 21 Apr 2021, Added 18 Apr 2021",Newly Built,,
93,yaba,Akoka Yaba Lagos,beds baths Toilets,0,0,0,Newly built pop finished spacious room self contain,350000.0,Premium,9ENPU,"Updated 21 Apr 2021, Added 14 Apr 2021",Newly Built,New,"Newly built pop finished spacious room self contain, situated in akoka yaba.
Rent 350k
(1 year 6months rent required )"
95,yaba,"Balogun street,Abule ojaAbule Oja Yaba Lagos",1 beds 1 baths 1 Toilets,1,1,1,Newly built Mini flat downstairs,450000.0,Premium,3EHPJ,"Updated 21 Apr 2021, Added 18 Feb 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished",Specious mini flat rent 450k at Abule oja
97,yaba,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,"Newly built all rooms en-suite 2 bedroom flat, pop finished,",1600000.0,Premium,4ENUQ,"Updated 21 Apr 2021, Added 16 Apr 2021",Newly Built,,
98,yaba,Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built all rooms en-suite 3 bedroom flat,1500000.0,Premium,9EMFG,"Updated 21 Apr 2021, Added 29 Mar 2021",Newly Built,"POP Ceiling
Security
Supermarket Nearby
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
All Room Ensuit
Drainage System
Big Compound
3 Bedrooms
New","Executive Newly built, tastefully finished all rooms en-suite spacious
3 Bedroom Flat with guest toilet, well gated and secured
Situated in Akoka yaba.
Rent 1.5Million per annum"
100,yaba,Fola agoraFola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard self-contained,250000.0,Premium,6ELEK,"Updated 21 Apr 2021, Added 17 Mar 2021",,,
101,yaba,Akoka extensionAkoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Standard 3 bedroom duplex all rooms ensuit with visitors toilet 2 tenant in a compound security wise car park,800000.0,Premium,0EMKF,"Updated 21 Apr 2021, Added 31 Mar 2021",,3 Bedroom,3 bedroom Detached Duplex House for rent Akoka extension Akoka Yaba Lagos
103,yaba,Sholanke Akoka Yaba Lagos,beds baths 1 Toilets,0,0,1,Newly Built SelfContain @ Akoka Yaba,400000.0,Premium,5ENVW,"Updated 21 Apr 2021, Added 17 Apr 2021",Newly Built,,
104,yaba,"Adeniran Estate,Sabo,Yaba,LagosSabo Yaba Lagos",3 beds 4 baths 4 Toilets,3,4,4,new 3 bedroom flat all rooms en-suite. just 3 people in a compound,1500000.0,Premium,6EJCK,"Updated 21 Apr 2021, Added 24 Feb 2021",Furnished Newly Built,"3 Bedrooms
New
Furnished","Just out now for let
Very nice and new 3 bedroom flat at oyaderian estate sabo yaba all rooms ensuit just 3 people in a compound for 1.5m picture is available for serious client now"
105,yaba,unilag estate new houseAkoka Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,Executive 3bedroom at yaba akoka unilag estate,1500000.0,Premium,2EDLU,"Updated 21 Apr 2021, Added 28 Dec 2020",Furnished Newly Built,,
106,yaba,Finbars Road Akoka Yaba Lagos,beds baths 1 Toilets,0,0,1,Lovely Female Furnished SelfContain Apartment @ Akoka Yaba,530000.0,Premium,1DAPS,"Updated 21 Apr 2021, Added 26 Feb 2020",Furnished Serviced,"Security
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
Serviced
Furnished","This is a lovely Furnished SelfContain Apartment @ Akoka Yaba.
It is well furnished with well made wardrobes and a nice kitchen cabinets with one toilet and bathroom, Bed, Fan, Air Condition, Fridge, TV.
Rent is 530k per annum.
Females only.
It is located in a nice and secured environment with an accessible road network"
107,yaba,Folagoro Abule Ijesha Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Lovely Executive Miniflat @ Yaba,700000.0,Premium,0ENDT,"Updated 21 Apr 2021, Added 09 Apr 2021",Furnished Serviced,"1 Bedrooms
Serviced
Furnished","This is a lovely Miniflat @ Yaba. It is fenced round with gate, Borehole Water, Prepaid Meter, Quiet Neighborhood, Easy Accessibility, Wardrobe, Security Guard, Prepaid Meter.
Rent 700k per year. It comes with 2 Toilet and Bath.
Please Call immediately if you are interested in the apartment.
It is located in a nice and secured environment with an accessible road network"
108,yaba,Sabo Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built tastefully finished all rooms en-suite 2 bedroom flat with guest toilet,2000000.0,Premium,0ENPZ,"Updated 21 Apr 2021, Added 14 Apr 2021",Furnished Newly Built,,
109,yaba,Moore Road Sabo Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Executive Serviced 3 Bedroom Flat @ Moore Road Yaba,2500000.0,Premium,7DVLZ,"Updated 21 Apr 2021, Added 11 Sep 2020",Furnished Serviced Newly Built,"3 Bedrooms
New
Serviced
Furnished","Newly Built Executive Serviced 3 Bedroom Flat @ Moore Road Yaba.
It is well furnished with well made wardrobes and a nice kitchen cabinets with all the rooms ensuite with guest toilet, parking space, uniform security guards.
Rent 2.5M per year.
It is located in a nice and secured environment with an accessible road network"
110,yaba,IwayaIwaya Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built with miniflat with 2 toilet at iwaya,650000.0,Premium,3ELW,"Updated 21 Apr 2021, Added 24 Mar 2021",Newly Built,"1 Bedrooms
New","Newly built miniflat with 2 toilet at iwaya.property is located in a serene neighborhood with good road network to any part of Lagos metropolis. Property rate is 650k (six hundred and fifty thousand naira only) one and half year rent required, refundable caution deposit of 50k.for enquiry and inspection:
AKAKURU & ASSOCIATES:
[redacted]/wasap
[redacted]
Note that you're required to pay a consultation fee of 5k"
111,yaba,Akoka Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,LUXURY 4 BEDROOM FULLY DETACHED DUPLEX,55000000.0,Premium,3EMLN,"Updated 21 Apr 2021, Added 31 Mar 2021",,4 Bedroom,"4 bedroom Detached Duplex House for rent Akoka Yaba Lagos.
ALL ROOMS ENSUITE WITH GUEST TOILET IN A SERENE NEIGHBORHOOD OFF CHEMIST BUS STOP AKOKA YABA 55MILLION ASKING"
113,yaba,Brown Akoka Yaba Lagos,0 beds 0 baths 1 Toilets,0,0,1,Lovely Executive Serviced Self Contain,700000.0,Premium,2ENVW,"Updated 21 Apr 2021, Added 17 Apr 2021",Furnished Serviced,"Serviced
Furnished","This is a lovely Executive Serviced SelfContain @ Akoka Yaba. It is well furnished with well made wardrobe and a nice kitchen cabinet with A Toilet and Bath, Security Guard, Parking Space, 24 Hours Borehole Water, Gated Street, Quiet Neighborhood and Quiet Compound.
Rent 700k per year.
Please Call [redacted] Immediately if you know you are interested in the apartment.
It is located in a nice and secured environment with an accessible road network"
114,yaba,OnikeOnike Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand New Lovely Executive 3 Bedroom Flat @ Yaba,1500000.0,Premium,6ENVV,"Updated 21 Apr 2021, Added 17 Apr 2021",Furnished Newly Built,"3 Bedrooms
New
Furnished","This is an Executive Newly Built 3 Bedroom Flat @ Onike Yaba. It is well furnished with well made wardrobe and a nice kitchen cabinet with all the Rooms En-suite with Guest Toilet, Parking Space for about 2 Cars per flat, Security Guard, Big Compound, Big Living Room, Big Rooms, Prepaid Meter, Quiet Neighborhood, Easy Accessibility.
Rent 1.5M per Year.
Please Call [redacted] ASAP if you are interested
It is located in a nice and secured environment with an accessible road network."
115,yaba,Orchid Road. Lekki Lagos,5 beds 5 baths 6 Toilets,5,5,6,Beautiful 5 Bedroom Detached Duplex.,,Sponsored,5DVJQ,"Updated 22 Apr 2021, Added 10 Sep 2020",Newly Built,"5 Bedrooms
New","Beautiful 5 Bedroom Detached Duplex.

Location: Orchid Road, Lekki, Lagos ??????

Price: N150 million

Features:
- All Rooms Ensuite
- Pop Ceiling
- Fully Fitted Kitchen
- Stamp Concrete Floor
- 1 BQ
- Pop Ceiling
- Car Port
- 24 Hours Security
- 24 Hours Light
- Water Heater
- Shower
- Jacuzzi.

Kindly contact Chidi on [redacted] for more enquiries

MORTGAGE PLANS OF UP TO TEN YEARS ARE AVAILABLE WITH OUR LENDING PARTNER
PS. Get a free move @movesmartng and a 20% discount on cleaning when you buy from us."
140,yaba,OnikeOnike Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Standard mini flat fence round with gate security wise car park 2 toilet 2 bath,600000.0,Premium,1EMRS,"Updated 21 Apr 2021, Added 03 Apr 2021",,1 Bedroom,1 bedroom mini flat Mini flat Flat / Apartment for rent Onike Onike Yaba Lagos
141,yaba, Akoka Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,"Spacious Service Miniflats with 2Toilets and One Bath, Guest Convenient,POP, Borehole Water, Prepaid Meter and Car Park",836650.0,Premium,9EHES,"Updated 21 Apr 2021, Added 15 Feb 2021",Serviced,"1 Bedrooms
Serviced","To Let:

Spacious Service Miniflats with 2Toilets and One Bath, Guest Convenient,POP, Borehole Water, Prepaid Meter and Car Park.
Up Floor Available.
Location: Akoka.
Rent: 450k
Legal Fee: 90k
Agency Fee: 90k
Refundable Caution: 50k
Service Charge: 386,650.00

Service charge covers
Security, Cleaning of the compound, fumigation, Diesel and Generator Service.

Everyone has their prepaid card to themselves
DURING THE WEEK

Generator comes on from 7pm to 11pm.

5am to 7:30am

PUBLIC HOLIDAYS AND WEEKEND
Generator comes on from 9am to 12pm and 2pm to 5pm before the normal 7pm to 11pm"
143,yaba,Community road Akoka Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Clean and decent 2bedroom flat 2t2b ground floor with car park,800000.0,Premium,4EGYA,"Updated 21 Apr 2021, Added 11 Feb 2021",,2 Bedroom,"Still Available For Letting:
Clean and decent 2brm flat 2t2b ground floor with car park on community rd Akoka Yaba - #800k/1yr
Corporate client preferred"
144,yaba,Foulorisho streetAkoka Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Mini flat very neat fully tiled, parking space and spacious",400000.0,Premium,4EJRU,"Updated 21 Apr 2021, Added 02 Mar 2021",Furnished,"1 Bedrooms
Furnished","Mini flat very neat at Akoka fully tiles,parking space, specious"
145,yaba,Alagomeji Yaba Lagos,2 beds baths Toilets,2,0,0,Neat and wonderful 2 bedroom flat at alagomeji yaba,900000.0,Premium,1EMPC,"Updated 21 Apr 2021, Added 02 Apr 2021",,2 Bedroom,"Just out ??????

Very spacious and decent 2 bedroom at Alagomeji 900k yearly agreement 150k commission 200k caution 100k


Kindly message always via WhatsApp for effective respond and communication to ensure getting for you a desired property"
147,yaba,Off st finbarrs road Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built-in & Exquisitely Finished 3bedroom flat,1600000.0,Premium,2EGRK,"Updated 21 Apr 2021, Added 08 Feb 2021",,,
148,yaba, Onike Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3bedroom flat all rooms en-suite,1500000.0,Premium,7EGSJ,"Updated 21 Apr 2021, Added 09 Feb 2021",,3 Bedroom,"Lovely 3bedroom flat all rooms ensuite with guest toilet ground floor ample parking space working class tenant required at Onike Yaba Lagos
Rent 1.5m p.a

[redacted]
[redacted]"
149,yaba,FolagoroFola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built mini flat,500000.0,Premium,1ENLZ,"Updated 21 Apr 2021, Added 13 Apr 2021",Newly Built,"1 Bedrooms
New",Lovely
