,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
4236,yaba,Adana mews estate Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,1000000.0,,5EMZ,"Updated 12 Apr 2021, Added 07 Apr 2021",,2 Bedroom,2 bedroom Flat / Apartment for rent Adana mews estate Alagomeji Yaba Lagos
4238,yaba,"...,.Fola Agoro Yaba Lagos",1 beds 1 baths 1 Toilets,1,1,1,Self contained,400000.0,,9EMZ,"Updated 12 Apr 2021, Added 07 Apr 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished",Newly Built Roomself Available
4240,yaba,Sabo Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Built Miniflat Available,500000.0,,7DSY,"Updated 12 Apr 2021, Added 17 Aug 2020",,1 Bedroom,Newly Built Miniflat Available For Rent in A Serena Environment
4241,yaba,Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Three Bedroom Apartment,1100000.0,,0EMCY,"Updated 12 Apr 2021, Added 27 Mar 2021",,2 Bedroom,Newly Built Two Bedroom Apartment
4242,yaba,Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Three Bedroom Apartment,1700000.0,,8EMDN,"Updated 12 Apr 2021, Added 28 Mar 2021",Furnished Newly Built,"3 Bedrooms
New
Furnished",Newly Built Three Bedroom Apartment
4243,yaba, Fola Agoro Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,800000.0,,1EGXG,"Updated 12 Apr 2021, Added 11 Feb 2021",Furnished Newly Built,"2 Bedrooms
New
Furnished",Newly Built Two Bedroom Apartment
4245,yaba,Olanrawaju EstateAlagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Built Roomself apartment,500000.0,,4DYVC,"Updated 12 Apr 2021, Added 24 Oct 2020",Furnished Serviced Newly Built,"Security
Parking Space
CCTV Cameras
All Room Ensuit
Big Compound
1 Bedrooms
New
Serviced
Furnished",Newly Built Roomself Apartment
4246,yaba,Off Ajayi bempeAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,1000000.0,,2DXZE,"Updated 12 Apr 2021, Added 11 Oct 2020",Furnished Newly Built,"Security
POP Ceiling
Street Lights
Children Play Ground
Parking Space
All Room Ensuit
Big Compound
2 Bedrooms
New
Furnished",Newly Built Two Bedroom Apartment
4247,yaba,Off Ajayi Onike Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Renovated Miniflat Available,400000.0,,7DVGX,"Updated 12 Apr 2021, Added 09 Sep 2020",,1 Bedroom,Newly Renovated Miniflat Available
4248,yaba,Fola Agoro Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,1000000.0,,8EFSM,"Updated 12 Apr 2021, Added 28 Jan 2021",Furnished Newly Built,"2 Bedrooms
New
Furnished",Newly Built Two Bedroom Available For Rent
4249,yaba,Onike Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Three Bedroom Apartment,1800000.0,,9DVGU,"Updated 12 Apr 2021, Added 09 Sep 2020",Furnished Newly Built,"3 Bedrooms
New
Furnished",Newly Built Three Bedroom Apartment
4250,yaba,Fola Agoro Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,900000.0,,6ENGB,"Updated 12 Apr 2021, Added 10 Apr 2021",Furnished Newly Built,"2 Bedrooms
New
Furnished",Newly Built Two Bedroom Apartment
4251,yaba,Off Oluwadare Fola Agoro Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Built Miniflat Available,600000.0,,5ENCY,"Updated 12 Apr 2021, Added 08 Apr 2021",Furnished Newly Built,,
4252,yaba,Ebute Metta Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built blocks of single room self contained in a good area,300000.0,,4DKGQ,"Updated 12 Apr 2021, Added 12 Jun 2020",Newly Built,"Water Treatment
Supermarket Nearby
Street Lights
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
1 Bedrooms
New
D","Newly built blocks of single room self contained in a very good and easily accessible area of Adekunle @300,000 for one year and half rent, it's in an area very close to the main road."
4253,yaba,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Apartment,1000000.0,,1EJES,"Updated 12 Apr 2021, Added 25 Feb 2021",Furnished Newly Built,"2 Bedrooms
New
Furnished",Newly Built Two Bedroom Apartment
4269,yaba,Off OluwadareFola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Built Roomself Available,350000.0,,3ENGB,"Updated 12 Apr 2021, Added 10 Apr 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished",Executive Built Roomself Available
4270,yaba,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Well built blocks of mini flat,500000.0,,7DNYN,"Updated 12 Apr 2021, Added 13 Jul 2020",,"Security
Water Treatment
Street Lights
Supermarket Nearby
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
Big Compound
1 Bedrooms
Dry
Renovated","Available for rent,in a nice neighborhood of Alagomeji, it's a mini flat,in a controlled environment, it's just to pay and pack in"
4271,yaba,Ebute Metta Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built blocks of mini flat in Ebute-metta East,400000.0,,0DGFH,"Updated 12 Apr 2021, Added 14 May 2020",Newly Built,"Security
Water Treatment
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
1 Bedrooms
New
D","It a newly built blocks of flat,with few tenants and it's very close to the main road, and it's in a quiet place ."
4272,yaba,Ebute Metta Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built blocks of room self contained,400000.0,,9DPRK,"Updated 12 Apr 2021, Added 19 Jul 2020",Newly Built,"Security
Supermarket Nearby
Street Lights
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
Big Compound
1 Bedrooms
New
D","Newly built blocks of room self contained in a gated compound and street, it's spacious tiled and neat, it's 300,000 per [email protected] years rent"
4273,yaba,Isaac JohnFola Agoro Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Three Bedroom Apartment,1100000.0,,2ENEW,"Updated 12 Apr 2021, Added 09 Apr 2021",Furnished Newly Built,"3 Bedrooms
New
Furnished","Newly Built Three Bedroom Apartment

Just three in the compound"
4274,yaba,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Well built blocks of mini flat in a nice area of Alagomeji,500000.0,,5DNYQ,"Updated 12 Apr 2021, Added 13 Jul 2020",,"Security
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
1 Bedrooms
Dry
Renovated","It's beautifully built blocks of mini flat,in a nice at 500,000 per year,and it goes for one year and half, Agreement Commission and caution at 250, Total 1,000,000"
4275,yaba,Abule Ijesha Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built blocks of mini flat,450000.0,,7DNCJ,"Updated 12 Apr 2021, Added 07 Jul 2020",Newly Built,"Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
All Room Ensuit
Mosques Nearby
1 Bedrooms
New
D","Newly built blocks of mini flat in a very nice area of Abuleijesha,all tiled and spacious."
4276,yaba,Iwaya Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built blocks of single room self contained in a good area,250000.0,,9DKG,"Updated 12 Apr 2021, Added 12 Jun 2020",Newly Built,"Water Treatment
Supermarket Nearby
Street Lights
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
1 Bedrooms
New
D","Newly built blocks of single room self contained in a very good and easily accessible area of Iwaya,Yaba @250,000 for one year and half rent, it's in an area very close to the main road."
4277,yaba,Fola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built Roomself Contain Available,350000.0,,0EJG,"Updated 12 Apr 2021, Added 25 Feb 2021",Furnished Newly Built,,
4278,yaba,Fola Agoro Yaba Lagos,1 beds 1 baths Toilets,1,1,0,Newly Built Miniflat Available For Rent,600000.0,,4EMQZ,"Updated 12 Apr 2021, Added 02 Apr 2021",Furnished Newly Built,,
4279,yaba,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Three Bedroom Apartment,1200000.0,,7ENDH,"Updated 12 Apr 2021, Added 08 Apr 2021",Furnished Newly Built,"2 Bedrooms
New
Furnished",Newly Built Three Bedroom Apartment
4281,yaba,Folagoro roadFola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built self contained,350000.0,,2ENFA,"Updated 12 Apr 2021, Added 09 Apr 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished",Newly Built Roomself Available
4282,yaba,Fola Agoro Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built Roomself Bedroom Apartment,400000.0,,1EMCJ,"Updated 12 Apr 2021, Added 27 Mar 2021",Furnished Newly Built,,
4283,yaba,Fola Agoro Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Built Miniflat Available,600000.0,,1ELBL,"Updated 12 Apr 2021, Added 16 Mar 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished",Newly Built Miniflat Available
4284,yaba,Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,A spacious two bedroom flat in a very nice place,750000.0,,0DMSL,"Updated 12 Apr 2021, Added 03 Jul 2020",Newly Built,"Water Treatment
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
Church Nearby
Drainage System
Mosques Nearby
All Room Ensuit
2 Bedrooms
New
D","A lovely two bedroom apartment in a very quiet,serene,of Ebute-metta East, it's spacious,with ,the sitting room is spacious,the two rooms are spacious,well ventilated,tiled and they are asking for one year and half rent,with Agreement and commission at 100,100, caution 60,000"
4285,yaba,Ebute Metta Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly built well finished blocks of 2bedroom apartment,800000.0,,3DNCK,"Updated 12 Apr 2021, Added 07 Jul 2020",Newly Built,"POP Ceiling
Water Treatment
Supermarket Nearby
Street Lights
Parking Space
Restaurants Nearby
Church Nearby
All Room Ensuit
Drainage System
Big Compound
Mosques Nearby
2 Bedrooms
New
D","Newly built blocks of 2bdr flat in Ebute-metta East, it's in a gated compound,with enough parking space, already painted,tiled,2 balconies, with pop ceilings"
4286,yaba,By Oando Filling station Onike Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely spacious self contain,300000.0,,1ENHS,Added 11 Apr 2021,,1 Bedroom,"Very lovely and spacious room.... upstairs and in a gated compound with parking space.

Rent - 300,000
Legal"
4287,yaba,"Alagomeji, Yaba, LagosAlagomeji Yaba Lagos",3 beds 3 baths 3 Toilets,3,3,3,nicely finished 3 bedroom flat,1700000.0,,9ENEL,Added 09 Apr 2021,Furnished,"3 Bedrooms
Furnished","Nicely finished 3 bedroom * The kitchen is fitted with beautiful cabinet * The pop finished * Italian wall tiles * beautiful wardrobes, etc * ample car park, contains up to 5 or more cars"
4288,yaba,"10 Abiodun Street, Makoko, YabaIwaya Yaba Lagos",1 beds 1 baths 1 Toilets,1,1,1,Newly Built Mini Flat (1 Bedroom Apartments),650000.0,,2ENE,Added 09 Apr 2021,Newly Built,"1 Bedrooms
New","Newly Built Mini-Flats (1 Bedroom Apartments). 5 minutes drive to/from Sabo Yaba and Herbert Macaulay Way.

P.O.P Ceiling, All tiled, Prepaid Meter, Parking Space, Security House.

Basic Rent: #650,000 / year (for upstairs)
#600,000 / year (for downstairs)
Legal and Agreement Fee: #50,000
Agency Fee: #50,000
Caution Fee: #50,000"
4289,yaba,Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 standard room private office space,120000.0,,6EGKV,"Updated 06 Apr 2021, Added 05 Feb 2021",,2 Bedroom,"Already furnished office space, internet, power, and water are provided therein."
4315,yaba,off chemist bus stopAkoka Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A neat roomself contain,150000.0,,5EKHG,"Updated 03 Apr 2021, Added 09 Mar 2021",,1 Bedroom,A neat roomself contained very conducive with water in the compound.
4316,yaba,21 Ameen street Abule Oja YabaAbule Oja Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built serviced apartment of 30rooms of 2 complex blocks,700000.0,,7DVSK,"Updated 03 Apr 2021, Added 14 Sep 2020",Serviced Newly Built,"1 Bedrooms
New
Serviced",Newly built 30rooms of 2 complex blocks with close proximity to the university of Lagos
4317,yaba,Akoka Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,Renovated 3Bedroom flat,1000000.0,,3EMBK,"Updated 03 Apr 2021, Added 26 Mar 2021",Furnished,"3 Bedrooms
Furnished","Renovated 3Bedroom flat with 2Toilets and 2Baths.
Borehole Water,Wardrobe,Prepaid Meter ,Car Park.
Corporate Couples only.
Ground Floor Available.M m
Please Note: No Room En-suite."
4318,yaba, Abule Oja Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3Bedroom Apartment,2200000.0,,3324,"Updated 02 Apr 2021, Added 17 Jan 2018",,3 Bedroom,"Luxury and Nice 3Bedrooms Apartment With A Room Bq, All Rooms Ensuite, Fitted Kitchen,Wardrobes, Pop,Inverter Connection,Dinning Area,Ample Parking Space,Uniform Security Personnel Inside Divine Mews Yaba Lagos."
4319,yaba, Sabo Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand New Serviced 2 bedrooms Apartment,2000000.0,,R8264,"Updated 02 Apr 2021, Added 10 Mar 2018",,2 Bedroom,"Serviced Brand New 2Bedrooms Apartment With A room Bq Each,Fitted Kitchen,All rooms ensuite ,Bathtub, Guest Toilet, Ample Parking Space, Serene  and Secure Neighbourhood In Sabo Yaba"
4320,yaba,Alagomeji Alagomeji Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,Brand New And Tastefully Finished 4Bedrooms Duplex With A Room Bq In Alagomeji Yaba Lagos,2500000.0,,6BWMJ,"Updated 02 Apr 2021, Added 06 Nov 2018",,"Boys Quater
POP Ceiling
Parking Space
24 Hours Security
All Room Ensuit
Drainage System
Big Compound
4 Bedroom","Brand New And Tastefully Finished 4Bedrooms Duplex With A Room Bq,All Room Ensulte,Guest Toilet, Pop, 2Floors,Fitted Kitchen With Store, Fitted Wardrobes, Family Lounge, Ample Parking, Security House, Secure Neighborhood In Alagomeji Yaba Lagos."
4321,yaba,Herbert Macaulay Alagomeji Yaba Lagos,0 beds 0 baths 0 Toilets,0,0,0,Show Room/Office Space,3000000.0,,W0263,"Updated 02 Apr 2021, Added 08 May 2018",,,"A Strategically located ground floor showroom / office space
Location: Directly on Herbert Macaulay way, Yaba, Lagos.
Size : 100sqm
Rent : #3m per annum negotiable"
4322,yaba, Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,"Brand New,Luxury And Serviced 3Bedrooms Apartment",1500000.0,,Q2192,"Updated 02 Apr 2021, Added 19 Feb 2018",,3 Bedroom,"Brand New,Luxury And Serviced 3Bedrooms Apartment, All Rooms Ensuite, Guest Toilet, Fitted Kitchen, Elevator, Balcony, Parking Space,Serene And Secure Area In Alagomeji Yaba Lagos."
4323,yaba,Tm medowEbute Metta Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,Exquisite Serived 4Bedroom Miasonette With A Room BQ,3000000.0,,4EJRB,"Updated 02 Apr 2021, Added 01 Mar 2021",Serviced,"4 Bedrooms
Serviced","Exquisitely Finished Serviced 4Bedroom Miasonette With A Room BQ At Tm- Meadows Ebute-Metta.

Features:
* Luxury Finishing
* Anti-Room
* Very Spacious Apartment
* All Rooms Ensuite
* Lovely Pop Finishing
* Guest Toilet
* Fitted Kitchen
* Balcony
* Fitted Wardrobes
* A Room BQ
* Mini- Estate
* Children Playing Area
* Basketball Court
* Gym House
* Mini Supermarket Within The Estate
* Well Secured Estate
* Easy Access To Third Mainland Bridge."
4324,yaba,off iwaya roadIwaya Yaba Lagos,3 beds 4 baths 5 Toilets,3,4,5,recent Built 3Bedroom Apartments In Yaba,1500000.0,,7EAMA,"Updated 02 Apr 2021, Added 16 Nov 2020",,3 Bedroom,"Recently built lovely 3bedroom flat with all rooms ensuite and guest toilet, ground floor at bickersteth estate off iwaya road Onike-Yaba N1.5m pa."
4325,yaba,ozoneSabo Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,"Brand New, Spacious And Serviced 2Bedroom Apartments",2000000.0,,3EFTB,"Updated 02 Apr 2021, Added 29 Jan 2021",,2 Bedroom,"Brand New, Serviced, And Spacious 2Bedroom Apartments In Yaba

FEATURES:
* All Rooms Ensuite
* Guest Toilet
* Spacious Dinning Area
* Spacious Fitted Kitchen With Pantry
* Fitted Wardrobes
* Water Heater
* Chandelier
* Balcony
* Ample Parking Space
* Secured Neighbourhood

Rent: 2m
Service Charge: 200k (Excluding Diesel)"
4326,yaba, Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxury And Serviced 3bedrooms Apartment,2000000.0,,Q1525,"Updated 02 Apr 2021, Added 15 Feb 2018",,3 Bedroom,"Luxury And Serviced 3Bedrooms Apartmemt, All rooms ensuite, Guest Toilet,Dinning Area, Pop,Bathtub,Shower,Balcony, Cooker And Microwaves,  In Alagomeji Yaba Lagos."
4327,yaba,Railway CompoundEbute Metta Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,Well Maintained 4 Bedroom Terrace Duplex,2500000.0,,W2460,"Updated 02 Apr 2021, Added 16 May 2018",,4 Bedroom,"Well Maintained, Nice 4Bedrooms Terrace Duplex With Self Compound, Rooms Ensuite, Fitted Kitchen, Nice And Secure Environment In Yaba.
Additional charges may apply"
4328,yaba, Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,2500000.0,,X0137,"Updated 02 Apr 2021, Added 20 Jun 2018",,3 Bedroom,"Newly Built And Luxury 3 Bedroom Apartments Penthouse,All Rooms Ensuite,Guest Toilet, Fitted Kitchen With Oven, Gas Cooker, Microwave, Fitted Wardrobes, Pop, Screeded Wall, Water Heater, Marble Tiles, Intercom, Balcony, Serviced, Ample Parking space, Security House, Easy Accessible, Nice And We'll Secure Area In Alagomeji Yaba Lagos."
4329,yaba, Alagomeji Yaba Lagos,0 beds 0 baths 0 Toilets,0,0,0,Office space,2500000.0,,W7188,"Updated 02 Apr 2021, Added 06 Jun 2018",,,"220sqm Open Plan Office Space for rent  In Alagomeji Yaba Lagos.

Features:

Elevator,Underground Car Park Space, Upstairs,Serviced and located in a
strategic and suitable for buisness.

Price: 2.5 million"
4330,yaba, Sabo Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Tastefully Finished 3 Bedroom flat,2000000.0,,X9475,"Updated 02 Apr 2021, Added 01 Aug 2018",,3 Bedroom,"A Brand New, Luxury And Tastefully finished 3 bedroom apartment with BQ. A very spacious living With dinning area, guest toilet, fitted kitchen with gas cooker, oven, microwave, store, all rooms en suite, fitted wardrobes, balcony,  and ample Parking Space.
Rent: # 2m
Additional charges may apply."
4331,yaba, Sabo Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom Flat,2000000.0,,X5490,"Updated 02 Apr 2021, Added 16 Jul 2018",,3 Bedroom,"Brand New, Luxury And Tastefully Finished 3 Bedroom Apartments,Pop Ceiling, Screeded Walls, Spacious Living Room With Dinning, Fitted Kitchen, All Rooms Ensulte,Guest Toilet, Balcony, City View, Ample Parking Space, Fitted Wardrobes, Quiet And Secure Neighborhood In Sabo Lagos.
Price: 2 million"
4332,yaba,Sabo Yaba Lagos,beds baths Toilets,0,0,0,Mini flat at oyadiran estate yaba 500k a year an half 100/100/50,500000.0,,0EAML,"Updated 31 Mar 2021, Added 16 Nov 2020",,,Mini flat at oyadiran estate 500k a year an half 100/100/50
4333,yaba,...Akoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat,1100000.0,,3DYMB,"Updated 31 Mar 2021, Added 17 Oct 2020",,3 Bedroom,"Just came out!!!
very lovely Modern Ensuites 3bd flat @ Akoka, Yaba, Lagos, in a block of 4 flats, with a fitted wardrobes and kitchen cabinets and cupboard, with good electricity and adequate security guard, fenced round with gate and parking space, #1.1M x a year."
4334,yaba,Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3 bedroom apartment in yaba in an estate 1.5M,1500000.0,,4EANC,"Updated 31 Mar 2021, Added 17 Nov 2020",,3 Bedroom,3 bedroom Flat / Apartment for rent Yaba Lagos
4364,yaba,morris streetAbule Ijesha Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat at yaba,700000.0,,7EMHY,Added 30 Mar 2021,Furnished Newly Built,"1 Bedrooms
New
Furnished","Sharp one!
Newly built pop finished mini flat with 2 toilet , up flat , well gated, at Morris street off Herbert Macaulay road yaba
Rent 700k per annum"
4365,yaba,"20,balogun strOnike Yaba Lagos",1 beds baths Toilets,1,0,0,Newly built serviced roomself contain,650000.0,,2EMFC,Added 29 Mar 2021,Newly Built,"1 Bedrooms
New",Its a fully serviced roomself apartment that comes with wardrobe kitchen cabinet tiled floor prepaid meter easy access to the mainland island other places in the city.
4366,yaba, Alagomeji Yaba Lagos,0 beds 2 baths 0 Toilets,0,2,0,Lovely Mini flat,700000.0,,6EJKK,"Updated 27 Mar 2021, Added 26 Feb 2021",,,"A nice and clean Miniflat with visitor's toilet in a gated and fenced Compound with car Park at Alagomeji Yaba, Lagos. *(Just a 5Minutes drive to the island)"
4367,yaba,Oyadiran Estate Sabo Yaba Lagos...Alagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,3bedroom flat ensuite with visitor's toilet,1500000.0,,7EJGF,"Updated 27 Mar 2021, Added 25 Feb 2021",Newly Built,"3 Bedrooms
New","3bedroom flat ensuite with visitor's toilet at Oyadiran Estate Sabo Yaba Lagos... #1.5m 1yr rent

Serious client only
Call :[redacted].(whatsApp), [redacted], [redacted]"
4368,yaba, Adekunle Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,Very Decent & Spacious 2 bedroom Flat,800000.0,,0EKAQ,"Updated 27 Mar 2021, Added 05 Mar 2021",,2 Bedroom,"still Available,Very Decent & Spacious 2bedroom @ Adekunle off makoko Yaba, Lagos, all room ensuits , in a block of flats, up floor, well tiled floors, with , POP Ceiling, n kitchen cabinets , in a gated compound, easy access road to 3rd Mainland bridge, #800k x a year.
Same building miniflat 450k annually"
4369,yaba,MoroccoJibowu Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,"A Decent and Spacious Mini Flat, with 2toilets and Bath, in a block of flats, ground floor",600000.0,,2EJHF,"Updated 27 Mar 2021, Added 26 Feb 2021",,1 Bedroom,"A Decent and Spacious Mini Flat @ Morocco, Jibowu, Yaba, Lagos, with 2toilets and Bath, in a block of flats, ground floor, back flat, easy access to Ikorodu Road, as well as Herbert Macaulay way, with POP Ceiling, wall Screening, in a gated compound, with good electricity & security, #500k x a year n half Or #600k x a year."
4370,yaba, Akoka Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,"An Executive 2bedroom Flat With 2toilets , in a block of flats, up and down flats are available",1300000.0,,7EJHF,"Updated 27 Mar 2021, Added 26 Feb 2021",Newly Built,"2 Bedrooms
New","An Executive Newly Built Mini and 2bed Flat With 2toilets @ Akoka, Yaba, Lagos, in a block of flats, up n down flats are available, with POP Ceiling, kitchen cabinet n cupboard, fitted wardrobes, situated in a fenced Round with gate n parking space, easy access road, with electricity as well as adequate security, #1M and 1.3M yearly"
4371,yaba, Abule Ijesha Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,Portable 2bedroom flat ... Upstairs,650000.0,,4EJHJ,"Updated 27 Mar 2021, Added 26 Feb 2021",,2 Bedroom,"Clean 2bedroom
Call us now"
4372,yaba, Fola Agoro Yaba Lagos,0 beds 1 baths 1 Toilets,0,1,1,Lovely room self contain,400000.0,,3EJHG,"Updated 27 Mar 2021, Added 26 Feb 2021",Newly Built,New,Lovely Self contain very clean
4373,yaba, Akoka Yaba Lagos,0 beds 1 baths 1 Toilets,0,1,1,Lovely room self contain,350000.0,,0EJHH,"Updated 27 Mar 2021, Added 26 Feb 2021",,,Clean self-contain
4374,yaba,  Sabo Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedroom Flat,1200000.0,,0ELVN,"Updated 27 Mar 2021, Added 24 Mar 2021",Newly Built,"2 Bedrooms
New","2 bedroom flat in Sabo behind ozone cinemas
All room ensuite
Rent -1.2m
Agent and agreement-150/150k
Service charge-150k
Damages -50k

Total package-1.7m
Picture and video available"
4375,yaba,AkokaAkoka Yaba Lagos,beds baths Toilets,0,0,0,Roomself contain,250000.0,,6DUZB,"Updated 26 Mar 2021, Added 05 Sep 2020",,,"Rent 250k
Agreement 100k
Commission 50k
Damages 50k
Bed
Ac
Electricals
Couch
Others 300k
Total package 750k"
4376,yaba,EmikAkoka Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Executive 3bed room flat @ Akoka,1300000.0,,0CYXB,"Updated 26 Mar 2021, Added 05 Feb 2020",Furnished Newly Built,"Security
Fast Internet
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
New
Cheap
Furnished",Executive 3bed flat all rooms esuit. 1.3m
4377,yaba,Iwaya Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat,600000.0,,0EJTA,"Updated 26 Mar 2021, Added 02 Mar 2021",Furnished,"Security
POP Ceiling
Fast Internet
Excision
Parking Space
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
Furnished",Executive mini flat at iwaya 600k1½yrs
4378,yaba,Elute metaEbute Metta Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini Flat,600000.0,,4EEWW,"Updated 26 Mar 2021, Added 19 Jan 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished","Still available and fly
Miniflat in EBUTEMETTA
First floor
3 tenants in a compound
1 apartment left

Rent N600k
Agent and agreement N150 /N150
Caution N50k."
4379,yaba, Abule Oja Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built room self contain,450000.0,,6EJYW,"Updated 26 Mar 2021, Added 04 Mar 2021",Newly Built,"Security
Fast Internet
POP Ceiling
Parking Space
Security doors
All Room Ensuit
1 Bedrooms
New","out:

Newly built and spacious Room self contain with personal balcony @ Abule Oja,with POP ceiling.screeded wall and kitchen cabinet

#450k.#500k and #550k Respectively"
4381,yaba,OkuAkoka Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Specious 2bed room flat @ Akoka,1000000.0,,4CYXB,"Updated 26 Mar 2021, Added 05 Feb 2020",Furnished Serviced Newly Built,,
4382,yaba,Off university roadAbule Oja Yaba Lagos,1 beds 1 baths Toilets,1,1,0,Newly built room selfcon at Akoka,450000.0,,7EKPM,"Updated 26 Mar 2021, Added 11 Mar 2021",Furnished Newly Built,"1 Bedrooms
New
Furnished","Executive room selfcon at abule oja pay and start cooking very spacious 450k 500k, 550k"
4383,yaba,Off university roadAbule Oja Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built service room selfcon,550000.0,,3EKZR,"Updated 26 Mar 2021, Added 16 Mar 2021",Furnished Serviced Newly Built,"1 Bedrooms
New
Serviced
Furnished",Newly built room selfcon at abule oja yaba 550k service charge 200k
